t,target,rpm,mps,throttle,trim,event
23.989,3300,3246.2,12.952,17.446,+3.200,
24.013,3300,3240.4,12.929,17.446,+3.200,
24.056,3300,3240.1,12.927,17.835,+3.589,
24.082,3300,3227.7,12.878,17.835,+3.589,
24.109,3300,3180.6,12.690,17.835,+3.589,
24.135,3300,3227.4,12.877,18.133,+3.887,
24.169,3300,3227.0,12.875,18.133,+3.887,
24.195,3300,3223.3,12.860,18.133,+3.887,
24.219,3300,3228.0,12.879,18.133,+3.887,
24.262,3300,3219.4,12.845,18.246,+4.000,
24.288,3300,3227.6,12.878,18.246,+4.000,
24.315,3300,3170.8,12.651,18.246,+4.000,
24.341,3300,3224.1,12.864,18.246,+4.000,
24.370,3300,3229.7,12.886,18.246,+4.000,
24.396,3300,3225.7,12.870,18.246,+4.000,
24.421,3300,3178.2,12.680,18.246,+4.000,
24.447,3300,3230.0,12.887,18.246,+4.000,
24.480,3300,3228.8,12.882,18.246,+4.000,
24.507,3300,3229.3,12.884,18.246,+4.000,
24.533,3300,3236.2,12.912,18.246,+4.000,
24.581,3300,3237.3,12.916,18.246,+4.000,
24.607,3300,3231.2,12.892,18.246,+4.000,
24.632,3300,3239.8,12.926,18.246,+4.000,
24.658,3300,3234.1,12.903,18.246,+4.000,
24.691,3300,3235.2,12.908,18.246,+4.000,
24.718,3300,3236.4,12.913,18.246,+4.000,
24.744,3300,3243.2,12.940,18.246,+4.000,
24.792,3300,3240.1,12.928,18.207,+3.961,
24.818,3300,3237.0,12.915,18.207,+3.961,
24.843,3300,3243.8,12.942,18.207,+3.961,
24.869,3300,3186.3,12.713,18.246,+4.000,
24.902,3300,3239.9,12.927,18.246,+4.000,
24.929,3300,3243.5,12.941,18.246,+4.000,
24.955,3300,3192.6,12.738,18.246,+4.000,
25.003,3300,3244.1,12.943,17.446,+3.200,
25.029,3300,3240.8,12.930,17.446,+3.200,
25.054,3300,3241.8,12.934,17.446,+3.200,
25.080,3300,3233.2,12.900,17.832,+3.586,
25.108,3300,3236.1,12.912,17.832,+3.586,
25.135,3300,3228.1,12.880,17.832,+3.586,
25.161,3300,3170.6,12.650,17.832,+3.586,
25.204,3300,3227.0,12.875,18.239,+3.993,
25.230,3300,3220.7,12.850,18.239,+3.993,
25.255,3300,3173.8,12.663,18.239,+3.993,
25.281,3300,3224.0,12.863,18.246,+4.000,
25.320,3300,3228.6,12.881,18.246,+4.000,
25.346,3300,3224.5,12.865,18.246,+4.000,
25.373,3300,3225.4,12.869,18.246,+4.000,
25.413,3300,3228.7,12.882,18.218,+3.972,
25.439,3300,3227.4,12.877,18.218,+3.972,
25.464,3300,3233.8,12.902,18.218,+3.972,
25.490,3300,3228.5,12.881,18.246,+4.000,
25.529,3300,3182.2,12.696,18.246,+4.000,
25.555,3300,3230.4,12.889,18.246,+4.000,
25.582,3300,3238.1,12.919,18.246,+4.000,
25.617,3300,3236.7,12.914,18.228,+3.983,
25.643,3300,3186.4,12.713,18.228,+3.983,
25.668,3300,3236.3,12.912,18.228,+3.983,
25.694,3300,3240.4,12.929,18.246,+4.000,
25.727,3300,3190.5,12.729,18.246,+4.000,
25.754,3300,3235.9,12.911,18.246,+4.000,
25.780,3300,3239.8,12.926,18.246,+4.000,
25.828,3300,3192.3,12.737,18.246,+4.000,
25.854,3300,3241.3,12.932,18.246,+4.000,
25.879,3300,3191.1,12.732,18.246,+4.000,
25.905,3300,3247.7,12.958,17.446,+3.200,
25.934,3300,3241.3,12.932,17.446,+3.200,
25.960,3300,3246.4,12.953,17.446,+3.200,
25.986,3300,3190.4,12.729,17.446,+3.200,
26.024,3300,3191.3,12.733,17.596,+3.351,
26.050,3300,3232.0,12.895,17.596,+3.351,
26.082,3300,3224.7,12.866,17.596,+3.351,
26.108,3300,3226.6,12.873,18.124,+3.878,
26.136,3300,3175.7,12.670,18.124,+3.878,
26.163,3300,3219.7,12.846,18.124,+3.878,
26.189,3300,3222.4,12.857,18.124,+3.878,
26.232,3300,3220.4,12.849,18.246,+4.000,
26.258,3300,3166.0,12.632,18.246,+4.000,
26.283,3300,3226.6,12.874,18.246,+4.000,
26.309,3300,3221.1,12.852,18.246,+4.000,
26.348,3300,3175.9,12.671,18.246,+4.000,
26.374,3300,3225.4,12.869,18.246,+4.000,
26.401,3300,3233.0,12.899,18.246,+4.000,
26.441,3300,3178.3,12.681,18.246,+4.000,
26.467,3300,3237.2,12.916,18.246,+4.000,
26.492,3300,3234.8,12.906,18.246,+4.000,
26.518,3300,3236.7,12.914,17.446,+3.200,
26.546,3300,3242.8,12.938,17.446,+3.200,
26.573,3300,3235.2,12.908,17.446,+3.200,
26.599,3300,3236.5,12.913,17.446,+3.200,
26.647,3300,3178.3,12.681,18.246,+4.000,
26.673,3300,3187.9,12.719,18.246,+4.000,
26.698,3300,3034.3,12.106,18.246,+4.000,
26.724,3300,2823.0,11.263,18.246,+4.000,shot:3215:36
26.762,3300,2714.4,10.830,18.246,+4.000,
26.789,3300,2724.2,10.869,18.246,+4.000,
26.815,3300,2749.2,10.969,18.246,+4.000,
26.856,3300,2779.4,11.089,18.246,+4.000,
26.882,3300,2754.0,10.988,18.246,+4.000,
26.907,3300,2818.0,11.244,18.246,+4.000,
26.933,3300,2835.0,11.311,17.633,+3.388,
26.961,3300,2807.2,11.200,17.633,+3.388,
26.988,3300,2821.4,11.257,17.633,+3.388,
27.014,3300,2882.4,11.500,17.633,+3.388,
27.062,3300,2900.6,11.573,17.329,+3.083,
27.088,3300,2911.6,11.617,17.329,+3.083,
27.113,3300,2871.3,11.456,17.329,+3.083,
27.139,3300,2924.6,11.668,17.411,+3.165,
27.177,3300,2936.4,11.716,17.411,+3.165,
27.204,3300,2941.0,11.734,17.411,+3.165,
27.230,3300,2902.6,11.581,17.411,+3.165,
27.266,3300,2955.1,11.790,17.595,+3.349,
27.292,3300,2916.0,11.634,17.595,+3.349,
27.317,3300,2967.6,11.840,17.595,+3.349,
27.343,3300,2978.5,11.884,17.674,+3.428,
27.371,3300,2983.0,11.902,17.674,+3.428,
27.398,3300,2990.8,11.933,17.674,+3.428,
27.424,3300,2995.3,11.951,17.674,+3.428,
27.467,3300,3008.4,12.003,18.246,+4.000,
27.493,3300,3011.0,12.013,18.246,+4.000,
27.517,3300,3023.1,12.062,18.246,+4.000,
27.544,3300,3027.9,12.081,17.446,+3.200,
27.572,3300,3041.0,12.133,17.446,+3.200,
27.599,3300,3045.7,12.152,17.446,+3.200,
27.625,3300,3004.2,11.986,17.446,+3.200,
27.672,3300,3062.4,12.219,17.383,+3.137,
27.699,3300,3010.3,12.010,17.383,+3.137,
27.723,3300,3065.5,12.231,17.383,+3.137,
27.750,3300,3065.4,12.231,17.654,+3.408,
27.783,3300,3019.1,12.046,17.654,+3.408,
27.810,3300,3073.1,12.261,17.654,+3.408,
27.836,3300,3072.7,12.260,17.654,+3.408,
27.884,3300,3032.7,12.100,17.937,+3.691,
27.910,3300,3082.6,12.299,17.937,+3.691,
27.935,3300,3041.6,12.135,17.937,+3.691,
27.961,3300,3090.6,12.331,18.022,+3.776,
28.000,3300,3103.3,12.382,18.022,+3.776,
28.026,3300,3100.4,12.370,18.022,+3.776,
28.053,3300,3109.8,12.407,18.022,+3.776,
28.098,3300,3066.3,12.234,17.963,+3.717,
28.125,3300,3069.0,12.245,17.963,+3.717,
28.149,3300,3124.9,12.468,17.963,+3.717,
28.197,3300,3127.6,12.478,17.961,+3.715,
28.223,3300,3137.2,12.517,17.961,+3.715,
28.250,3300,3088.1,12.321,17.961,+3.715,
28.307,3300,3146.9,12.556,18.246,+4.000,
28.339,3300,3102.0,12.377,18.246,+4.000,
28.366,3300,3151.6,12.574,18.246,+4.000,
28.378,3300,3153.9,12.583,17.446,+3.200,label:short
28.426,3300,3161.3,12.613,17.446,+3.200,
28.453,3300,3164.3,12.625,17.446,+3.200,
28.479,3300,3161.4,12.613,17.573,+3.327,
28.507,3300,3167.2,12.637,17.573,+3.327,
28.539,3300,3166.1,12.632,17.573,+3.327,
28.566,3300,3157.5,12.598,17.573,+3.327,
28.613,3300,3159.5,12.606,18.246,+4.000,
28.640,3300,3166.6,12.634,18.246,+4.000,
28.666,3300,3161.0,12.612,18.246,+4.000,
28.719,3300,3171.0,12.652,18.246,+4.000,
28.743,3300,3176.0,12.671,18.246,+4.000,
28.770,3300,3180.8,12.691,18.246,+4.000,
28.812,3300,3183.1,12.700,17.446,+3.200,
28.838,3300,3191.5,12.733,17.446,+3.200,
28.865,3300,3184.6,12.706,17.446,+3.200,
28.892,3300,3188.5,12.722,17.603,+3.357,
28.925,3300,3187.2,12.717,17.603,+3.357,
28.949,3300,3127.0,12.476,17.603,+3.357,
28.976,3300,3180.5,12.690,17.603,+3.357,
29.023,3300,3183.4,12.701,18.052,+3.807,
29.050,3300,3178.2,12.680,18.052,+3.807,
29.076,3300,3180.8,12.691,18.052,+3.807,
29.129,3300,3181.9,12.695,18.246,+4.000,
29.153,3300,3136.7,12.515,18.246,+4.000,
29.180,3300,3135.6,12.510,18.246,+4.000,
29.227,3300,3193.3,12.741,18.246,+4.000,
29.254,3300,3200.5,12.769,18.246,+4.000,
29.280,3300,3196.5,12.753,18.246,+4.000,
29.328,3300,3203.2,12.780,18.246,+4.000,
29.360,3300,3206.9,12.795,18.246,+4.000,
29.386,3300,3214.8,12.826,18.246,+4.000,
29.434,3300,3214.3,12.825,18.094,+3.848,
29.460,3300,3159.9,12.608,18.094,+3.848,
29.487,3300,3220.4,12.849,18.094,+3.848,
29.529,3300,3216.4,12.833,18.198,+3.952,
29.561,3300,3163.6,12.622,18.198,+3.952,
29.588,3300,3220.2,12.848,18.198,+3.952,
29.630,3300,3222.5,12.857,18.246,+4.000,
29.656,3300,3222.2,12.856,18.246,+4.000,
29.683,3300,3176.0,12.672,18.246,+4.000,
29.709,3300,3224.0,12.863,18.246,+4.000,
29.738,3300,3225.3,12.868,18.246,+4.000,
29.762,3300,3227.7,12.878,18.246,+4.000,
29.789,3300,3173.5,12.662,18.246,+4.000,
29.815,3300,3234.0,12.903,18.177,+3.931,
29.853,3300,3230.2,12.888,18.177,+3.931,
29.880,3300,3181.8,12.695,18.177,+3.931,
29.906,3300,3232.1,12.895,18.177,+3.931,
29.952,3300,3232.5,12.897,18.246,+4.000,
29.976,3300,3237.7,12.918,18.246,+4.000,
30.003,3300,3230.6,12.889,18.246,+4.000,
30.050,3300,3181.7,12.694,18.246,+4.000,
30.077,3300,3241.2,12.932,18.246,+4.000,
30.104,3300,3235.8,12.910,18.246,+4.000,
30.146,3300,3186.5,12.713,18.246,+4.000,
30.170,3300,3241.4,12.933,18.246,+4.000,
30.197,3300,3238.8,12.922,18.246,+4.000,
30.223,3300,3245.2,12.948,17.446,+3.200,
30.252,3300,3243.0,12.939,17.446,+3.200,
30.278,3300,3239.3,12.924,17.446,+3.200,
30.305,3300,3190.5,12.730,17.446,+3.200,
30.347,3300,3177.0,12.676,17.723,+3.477,
30.372,3300,3234.2,12.904,17.723,+3.477,
30.398,3300,3222.4,12.857,17.723,+3.477,
30.425,3300,3221.7,12.854,18.197,+3.951,
30.458,3300,3219.9,12.847,18.197,+3.951,
30.485,3300,3224.5,12.865,18.197,+3.951,
30.511,3300,3165.5,12.630,18.197,+3.951,
30.558,3300,3217.4,12.837,18.246,+4.000,
30.583,3300,3226.2,12.872,18.246,+4.000,
30.610,3300,3169.3,12.645,18.246,+4.000,
30.636,3300,3225.2,12.868,18.246,+4.000,
30.664,3300,3229.0,12.883,18.246,+4.000,
30.691,3300,3225.4,12.869,18.246,+4.000,
30.717,3300,3179.1,12.684,18.246,+4.000,
30.770,3300,3230.8,12.890,18.246,+4.000,
30.794,3300,3183.4,12.701,18.246,+4.000,
30.821,3300,3231.1,12.892,18.246,+4.000,
30.868,3300,3234.1,12.903,18.246,+4.000,
30.895,3300,3190.4,12.729,18.246,+4.000,
30.921,3300,3235.7,12.910,18.246,+4.000,
30.969,3300,3235.4,12.909,18.230,+3.984,
31.001,3300,3236.3,12.912,18.230,+3.984,
31.027,3300,3242.8,12.938,18.230,+3.984,
31.075,3300,3193.7,12.742,18.246,+4.000,
31.101,3300,3240.6,12.929,18.246,+4.000,
31.128,3300,3244.7,12.946,18.246,+4.000,
31.175,3300,3194.7,12.746,18.246,+4.000,
31.207,3300,3249.9,12.967,18.246,+4.000,
31.233,3300,3193.4,12.741,18.246,+4.000,
31.276,3300,3245.5,12.949,17.446,+3.200,
31.302,3300,3248.5,12.961,17.446,+3.200,
31.329,3300,3187.3,12.717,17.446,+3.200,
31.355,3300,3241.4,12.933,17.761,+3.515,
31.394,3300,3229.7,12.886,17.761,+3.515,
31.418,3300,3235.7,12.910,17.761,+3.515,
31.445,3300,3224.7,12.866,17.761,+3.515,
31.480,3300,3224.6,12.865,18.246,+4.000,
31.506,3300,3221.9,12.855,18.246,+4.000,
31.533,3300,3229.4,12.885,18.246,+4.000,
31.559,3300,3222.1,12.856,18.246,+4.000,
31.592,3300,3223.6,12.861,18.246,+4.000,
31.624,3300,3172.6,12.658,18.246,+4.000,
31.651,3300,3230.6,12.889,18.246,+4.000,
31.691,3300,3229.4,12.885,18.138,+3.892,
31.717,3300,3178.6,12.682,18.138,+3.892,
31.744,3300,3235.5,12.909,18.138,+3.892,
31.786,3300,3228.5,12.881,18.238,+3.992,
31.813,3300,3236.5,12.913,18.238,+3.992,
31.837,3300,3231.8,12.894,18.238,+3.992,
31.864,3300,3235.8,12.910,18.246,+4.000,
31.897,3300,3236.6,12.914,18.246,+4.000,
31.923,3300,3186.1,12.712,18.246,+4.000,
31.950,3300,3232.7,12.898,18.246,+4.000,
31.992,3300,3242.1,12.936,18.246,+4.000,
32.019,3300,3186.1,12.712,18.246,+4.000,
32.043,3300,3239.4,12.925,18.246,+4.000,
32.070,3300,3242.0,12.935,18.240,+3.994,
32.108,3300,3242.1,12.935,18.240,+3.994,
32.134,3300,3243.5,12.941,18.240,+3.994,
32.161,3300,3187.4,12.717,18.240,+3.994,
32.201,3300,3248.3,12.960,18.246,+4.000,
32.233,3300,3246.5,12.953,18.246,+4.000,
32.259,3300,3242.0,12.935,18.246,+4.000,
32.307,3300,3245.7,12.950,18.246,+4.000,
32.333,3300,3199.5,12.765,18.246,+4.000,
32.360,3300,3244.7,12.946,18.246,+4.000,
32.407,3300,3243.4,12.941,18.246,+4.000,
32.439,3300,3244.7,12.946,18.246,+4.000,
32.466,3300,3251.1,12.971,18.246,+4.000,
32.508,3300,3197.5,12.757,18.246,+4.000,
32.534,3300,3248.9,12.962,18.246,+4.000,
32.561,3300,3253.0,12.979,18.246,+4.000,
32.587,3300,3195.4,12.749,18.246,+4.000,
32.620,3300,3247.5,12.957,18.246,+4.000,
32.645,3300,3255.0,12.987,18.246,+4.000,
32.671,3300,3251.7,12.974,18.246,+4.000,
32.719,3300,3248.1,12.959,17.446,+3.200,
32.745,3300,3195.4,12.749,17.446,+3.200,
32.772,3300,3248.2,12.960,17.446,+3.200,
32.819,3300,3238.0,12.919,17.693,+3.447,
32.851,3300,3180.4,12.689,17.693,+3.447,
32.877,3300,3229.3,12.884,17.693,+3.447,
32.925,3300,3228.5,12.881,18.246,+4.000,
32.951,3300,3175.8,12.671,18.246,+4.000,
32.978,3300,3220.8,12.851,18.246,+4.000,
33.020,3300,3197.0,12.756,18.246,+4.000,
33.052,3300,3007.9,12.001,18.246,+4.000,shot:3236:28
33.074,3300,2872.9,11.462,18.246,+4.000,
33.101,3300,2742.0,10.940,18.246,+4.000,
33.139,3300,2686.6,10.719,18.246,+4.000,
33.166,3300,2753.1,10.985,18.246,+4.000,
33.192,3300,2776.5,11.078,18.246,+4.000,
33.227,3300,2800.6,11.174,18.246,+4.000,
33.259,3300,2820.8,11.254,18.246,+4.000,
33.286,3300,2841.1,11.335,18.246,+4.000,
33.333,3300,2870.5,11.453,18.246,+4.000,
33.360,3300,2843.8,11.346,18.246,+4.000,
33.386,3300,2902.3,11.580,18.246,+4.000,
33.428,3300,2927.1,11.679,17.446,+3.200,
33.460,3300,2891.7,11.538,17.446,+3.200,
33.487,3300,2952.3,11.779,17.446,+3.200,
33.539,3300,2920.0,11.650,18.246,+4.000,
33.566,3300,2972.6,11.860,18.246,+4.000,
33.592,3300,2938.8,11.725,18.246,+4.000,
33.634,3300,2999.3,11.967,17.446,+3.200,
33.666,3300,3011.8,12.017,17.446,+3.200,
33.692,3300,2969.4,11.847,17.446,+3.200,
33.740,3300,2977.3,11.879,17.394,+3.148,
33.766,3300,3035.3,12.110,17.394,+3.148,
33.793,3300,3032.9,12.101,17.394,+3.148,
33.835,3300,3045.1,12.149,18.194,+3.948,
33.867,3300,3001.0,11.974,18.194,+3.948,
33.893,3300,3054.8,12.188,18.194,+3.948,
33.941,3300,3021.5,12.055,17.394,+3.148,
33.967,3300,3022.3,12.059,17.394,+3.148,
33.994,3300,3080.7,12.291,17.394,+3.148,
34.046,3300,3083.3,12.302,17.387,+3.141,
34.071,3300,3082.6,12.299,17.387,+3.141,
34.097,3300,3038.7,12.124,17.387,+3.141,
34.150,3300,3089.7,12.328,18.187,+3.941,
34.176,3300,3093.9,12.344,18.187,+3.941,
34.203,3300,3094.8,12.348,18.187,+3.941,
34.250,3300,3109.3,12.406,17.387,+3.141,
34.275,3300,3106.6,12.395,17.387,+3.141,
34.301,3300,3114.8,12.427,17.387,+3.141,
34.328,3300,3112.6,12.419,17.471,+3.225,
34.361,3300,3114.0,12.424,17.471,+3.225,
34.388,3300,3116.0,12.432,17.471,+3.225,
34.414,3300,3121.9,12.456,17.471,+3.225,
34.461,3300,3114.0,12.424,17.654,+3.409,
34.486,3300,3123.5,12.462,17.654,+3.409,
34.518,3300,3072.8,12.260,17.654,+3.409,
34.570,3300,3128.5,12.482,18.246,+4.000,
34.596,3300,3123.6,12.463,18.246,+4.000,
34.623,3300,3135.3,12.509,18.246,+4.000,
34.670,3300,3141.1,12.532,17.446,+3.200,
34.695,3300,3141.8,12.535,17.446,+3.200,
34.721,3300,3149.7,12.567,17.446,+3.200,
34.748,3300,3142.8,12.539,17.616,+3.371,
34.776,3300,3145.2,12.549,17.616,+3.371,
34.802,3300,3146.4,12.554,17.616,+3.371,
34.829,3300,3144.9,12.548,17.616,+3.371,
34.876,3300,3099.7,12.367,17.923,+3.677,
34.901,3300,3094.8,12.348,17.923,+3.677,
34.927,3300,3152.1,12.576,17.923,+3.677,
34.954,3300,3153.2,12.581,18.015,+3.769,
34.987,3300,3104.8,12.388,18.015,+3.769,
35.013,3300,3106.0,12.392,18.015,+3.769,
35.040,3300,3163.1,12.620,18.015,+3.769,
35.082,3300,3110.1,12.409,18.075,+3.829,
35.107,3300,3168.8,12.643,18.075,+3.829,
35.133,3300,3166.9,12.635,18.075,+3.829,
35.160,3300,3174.5,12.666,18.112,+3.866,
35.193,3300,3180.1,12.688,18.112,+3.866,
35.220,3300,3178.4,12.681,18.112,+3.866,
35.246,3300,3181.7,12.694,18.112,+3.866,
35.289,3300,3186.1,12.712,18.246,+4.000,
35.318,3300,3186.9,12.715,18.246,+4.000,
35.345,3300,3192.9,12.739,18.246,+4.000,
35.371,3300,3196.2,12.752,17.446,+3.200,
35.405,3300,3199.0,12.763,17.446,+3.200,
35.431,3300,3143.8,12.543,17.446,+3.200,
35.458,3300,3202.5,12.777,17.446,+3.200,
35.500,3300,3141.4,12.534,17.612,+3.366,
35.524,3300,3197.3,12.757,17.612,+3.366,
35.551,3300,3188.4,12.721,17.612,+3.366,
35.577,3300,3192.8,12.739,17.932,+3.686,
35.611,3300,3191.1,12.732,17.932,+3.686,
35.637,3300,3140.6,12.530,17.932,+3.686,
35.664,3300,3186.7,12.714,17.932,+3.686,
35.711,3300,3189.0,12.723,18.246,+4.000,
35.736,3300,3193.7,12.742,18.246,+4.000,
35.762,3300,3192.6,12.738,18.246,+4.000,label:short
35.785,3300,3198.4,12.761,18.229,+3.983,
35.813,3300,3197.0,12.756,18.229,+3.983,
35.839,3300,3203.8,12.783,18.229,+3.983,
35.866,3300,3203.8,12.783,18.229,+3.983,
35.913,3300,3205.8,12.791,18.246,+4.000,
35.938,3300,3214.9,12.827,18.246,+4.000,
35.964,3300,3212.7,12.818,18.246,+4.000,
35.991,3300,3214.9,12.827,17.446,+3.200,
36.019,3300,3220.6,12.850,17.446,+3.200,
36.045,3300,3160.2,12.609,17.446,+3.200,
36.072,3300,3215.3,12.829,17.446,+3.200,
36.119,3300,3216.1,12.832,17.696,+3.450,
36.144,3300,3204.2,12.784,17.696,+3.450,
36.170,3300,3158.2,12.600,17.696,+3.450,
36.197,3300,3206.3,12.793,17.983,+3.737,
36.225,3300,3201.8,12.774,17.983,+3.737,
36.252,3300,3208.2,12.800,17.983,+3.737,
36.278,3300,3202.6,12.778,17.983,+3.737,
36.326,3300,3203.2,12.780,18.246,+4.000,
36.350,3300,3210.5,12.809,18.246,+4.000,
36.377,3300,3206.6,12.794,18.246,+4.000,
36.403,3300,3210.4,12.809,17.446,+3.200,
36.442,3300,3157.2,12.597,17.446,+3.200,
36.468,3300,3214.0,12.823,17.446,+3.200,
36.495,3300,3211.2,12.812,17.446,+3.200,
36.540,3300,3202.5,12.777,17.710,+3.464,
36.565,3300,3208.0,12.799,17.710,+3.464,
36.591,3300,3201.7,12.774,17.710,+3.464,
36.634,3300,3201.5,12.773,17.960,+3.714,
36.660,3300,3201.6,12.774,17.960,+3.714,
36.687,3300,3146.5,12.554,17.960,+3.714,
36.713,3300,3205.9,12.791,18.104,+3.858,
36.746,3300,3208.6,12.802,18.104,+3.858,
36.771,3300,3199.0,12.764,18.104,+3.858,
36.797,3300,3155.4,12.590,18.104,+3.858,
36.840,3300,3204.4,12.785,18.246,+4.000,
36.866,3300,3156.7,12.595,18.246,+4.000,
36.893,3300,3214.3,12.824,18.246,+4.000,
36.919,3300,3209.3,12.804,17.446,+3.200,
36.947,3300,3214.9,12.827,17.446,+3.200,
36.972,3300,3162.3,12.617,17.446,+3.200,
36.998,3300,3211.9,12.815,17.446,+3.200,
37.025,3300,3215.7,12.830,17.485,+3.239,
37.058,3300,3213.1,12.820,17.485,+3.239,
37.085,3300,3149.5,12.566,17.485,+3.239,
37.112,3300,3205.5,12.790,17.485,+3.239,
37.159,3300,3203.3,12.781,18.040,+3.794,
37.184,3300,3194.0,12.743,18.040,+3.794,
37.210,3300,3149.6,12.566,18.040,+3.794,
37.237,3300,3200.4,12.769,18.194,+3.948,
37.270,3300,3201.0,12.771,18.194,+3.948,
37.296,3300,3200.4,12.769,18.194,+3.948,
37.323,3300,3205.6,12.790,18.194,+3.948,
37.370,3300,3206.0,12.791,18.246,+4.000,
37.395,3300,3207.8,12.798,18.246,+4.000,
37.422,3300,3214.5,12.825,18.246,+4.000,
37.448,3300,3210.1,12.808,17.446,+3.200,
37.481,3300,3160.3,12.609,17.446,+3.200,
37.508,3300,3216.9,12.835,17.446,+3.200,
37.534,3300,3215.7,12.830,17.446,+3.200,
37.587,3300,3214.6,12.826,17.474,+3.228,
37.611,3300,3204.2,12.784,17.474,+3.228,
37.638,3300,3210.0,12.807,17.474,+3.228,
37.685,3300,3204.1,12.784,17.911,+3.665,
37.712,3300,3194.9,12.747,17.911,+3.665,
37.738,3300,3149.9,12.568,17.911,+3.665,
37.791,3300,3196.8,12.755,18.246,+4.000,
37.815,3300,3200.6,12.770,18.246,+4.000,
37.842,3300,3201.2,12.772,18.246,+4.000,
37.884,3300,3209.2,12.804,18.246,+4.000,
37.911,3300,3154.2,12.585,18.246,+4.000,
37.937,3300,3210.8,12.811,18.246,+4.000,
37.964,3300,3213.4,12.821,17.446,+3.200,
38.002,3300,3219.0,12.843,17.446,+3.200,
38.027,3300,3212.5,12.817,17.446,+3.200,
38.053,3300,3213.6,12.822,17.446,+3.200,
38.099,3300,3212.3,12.816,17.573,+3.328,
38.125,3300,3150.9,12.571,17.573,+3.328,
38.152,3300,3204.9,12.787,17.573,+3.328,
38.194,3300,3200.2,12.768,18.094,+3.848,
38.219,3300,3199.9,12.767,18.094,+3.848,
38.245,3300,3200.4,12.769,18.094,+3.848,
38.272,3300,3147.5,12.558,18.246,+4.000,
38.305,3300,3200.8,12.771,18.246,+4.000,
38.332,3300,3209.0,12.803,18.246,+4.000,
38.358,3300,3205.0,12.787,18.246,+4.000,
38.406,3300,3208.9,12.803,18.246,+4.000,
38.430,3300,3217.0,12.835,18.246,+4.000,
38.457,3300,3213.3,12.820,18.246,+4.000,
38.483,3300,3165.5,12.630,18.246,+4.000,
38.516,3300,3167.4,12.637,18.246,+4.000,
38.543,3300,3225.8,12.870,18.246,+4.000,
38.569,3300,3219.4,12.845,18.246,+4.000,
38.622,3300,3174.9,12.667,18.246,+4.000,
38.646,3300,3229.8,12.886,18.246,+4.000,
38.673,3300,3229.9,12.887,18.246,+4.000,
38.725,3300,3236.1,12.912,18.246,+4.000,
38.752,3300,3231.4,12.893,18.246,+4.000,
38.778,3300,3182.2,12.696,18.246,+4.000,
38.820,3300,3184.1,12.704,17.446,+3.200,
38.845,3300,3234.8,12.906,17.446,+3.200,
38.871,3300,3238.3,12.920,17.446,+3.200,
38.898,3300,3174.9,12.667,18.246,+4.000,
38.936,3300,3229.5,12.885,18.246,+4.000,
38.963,3300,3220.2,12.848,18.246,+4.000,
38.989,3300,3178.4,12.681,18.246,+4.000,
39.024,3300,3172.9,12.659,17.446,+3.200,
39.049,3300,3227.9,12.879,17.446,+3.200,
39.075,3300,3223.8,12.863,17.446,+3.200,
39.102,3300,3175.5,12.670,18.246,+4.000,
39.135,3300,3223.8,12.862,18.246,+4.000,
39.162,3300,3216.6,12.834,18.246,+4.000,
39.188,3300,3168.7,12.643,18.246,+4.000,
39.236,3300,3223.2,12.860,17.592,+3.346,
39.260,3300,3218.3,12.840,17.592,+3.346,
39.287,3300,3169.6,12.646,17.592,+3.346,
39.314,3300,3223.1,12.859,17.616,+3.370,
39.347,3300,3220.8,12.850,17.616,+3.370,
39.373,3300,3208.5,12.801,17.616,+3.370,
39.400,3300,3215.6,12.830,17.616,+3.370,
39.447,3300,3160.2,12.609,18.246,+4.000,
39.472,3300,3203.2,12.780,18.246,+4.000,
39.498,3300,3209.6,12.806,18.246,+4.000,
39.525,3300,3206.6,12.794,17.483,+3.237,
39.558,3300,3156.3,12.593,17.483,+3.237,
39.584,3300,3210.2,12.808,17.483,+3.237,
39.611,3300,3211.5,12.813,17.483,+3.237,
39.658,3300,3202.1,12.776,17.523,+3.277,
39.683,3300,3204.9,12.787,17.523,+3.277,
39.709,3300,3149.8,12.567,17.523,+3.277,
39.736,3300,3191.4,12.733,18.179,+3.933,
39.769,3300,3191.1,12.732,18.179,+3.933,
39.795,3300,3200.1,12.768,18.179,+3.933,
39.822,3300,3195.4,12.749,18.179,+3.933,
39.869,3300,3197.0,12.756,18.246,+4.000,
39.894,3300,3205.3,12.788,18.246,+4.000,
39.920,3300,3203.0,12.779,18.246,+4.000,
39.947,3300,3208.7,12.802,17.446,+3.200,
39.975,3300,3213.0,12.819,17.446,+3.200,
40.001,3300,3204.9,12.787,17.446,+3.200,
40.028,3300,3158.9,12.603,17.446,+3.200,
40.075,3300,3209.1,12.804,17.734,+3.488,
40.100,3300,3195.9,12.751,17.734,+3.488,
40.126,3300,3203.7,12.782,17.734,+3.488,
40.153,3300,3146.1,12.552,18.246,+4.000,
40.191,3300,3201.3,12.772,18.246,+4.000,
40.218,3300,3197.3,12.757,18.246,+4.000,
40.244,3300,3202.6,12.778,18.246,+4.000,
40.285,3300,3202.4,12.777,17.446,+3.200,
40.309,3300,3207.2,12.796,17.446,+3.200,
40.336,3300,3206.0,12.791,17.446,+3.200,
40.362,3300,3202.3,12.777,17.724,+3.478,
40.395,3300,3200.1,12.768,17.724,+3.478,
