t,target,rpm,mps,throttle,trim,event
2.159,0,0.0,0.000,0.000,+0.000,
2.193,3400,0.0,0.000,0.000,+0.000,
2.234,3400,0.0,0.000,15.340,+0.800,
2.260,3400,254.3,1.015,15.340,+0.800,
2.287,3400,212.3,0.847,15.340,+0.800,
2.311,3400,253.2,1.010,16.140,+1.600,
2.344,3400,321.1,1.281,16.140,+1.600,
2.371,3400,382.9,1.528,16.140,+1.600,
2.397,3400,448.5,1.789,16.140,+1.600,
2.445,3400,561.1,2.239,16.940,+2.400,
2.471,3400,622.9,2.485,16.940,+2.400,
2.503,3400,695.0,2.773,16.940,+2.400,
2.556,3400,1017.6,4.060,17.271,+2.731,
2.582,3400,1234.1,4.924,17.271,+2.731,
2.609,3400,1388.4,5.540,17.271,+2.731,
2.656,3400,1609.1,6.420,16.471,+1.931,
2.683,3400,1686.7,6.730,16.471,+1.931,
2.707,3400,1807.1,7.210,16.471,+1.931,
2.734,3400,1894.6,7.559,15.671,+1.131,
2.767,3400,1991.5,7.946,15.671,+1.131,
2.794,3400,2064.1,8.236,15.671,+1.131,
2.820,3400,2129.9,8.498,15.671,+1.131,
2.873,3400,2202.3,8.787,14.871,+0.331,
2.899,3400,2287.6,9.127,14.871,+0.331,
2.924,3400,2290.1,9.137,14.871,+0.331,
2.976,3400,2365.6,9.438,14.071,-0.469,
3.003,3400,2437.5,9.725,14.071,-0.469,
3.029,3400,2467.9,9.846,14.071,-0.469,
3.077,3400,2512.9,10.026,14.206,-0.334,
3.104,3400,2535.1,10.115,14.206,-0.334,
3.128,3400,2513.6,10.029,14.206,-0.334,
3.155,3400,2535.1,10.114,14.174,-0.366,
3.193,3400,2605.1,10.394,14.174,-0.366,
3.220,3400,2623.5,10.467,14.174,-0.366,
3.246,3400,2599.8,10.373,14.174,-0.366,
3.291,3400,2627.4,10.483,13.374,-1.166,
3.316,3400,2683.1,10.705,13.374,-1.166,
3.342,3400,2696.5,10.758,13.374,-1.166,
3.395,3400,2712.3,10.821,13.699,-0.841,
3.422,3400,2721.6,10.859,13.699,-0.841,
3.448,3400,2729.4,10.890,13.699,-0.841,
3.501,3400,2748.5,10.966,14.391,-0.149,
3.525,3400,2755.3,10.993,14.391,-0.149,
3.552,3400,2766.0,11.036,14.391,-0.149,
3.599,3400,2787.8,11.123,14.866,+0.326,
3.626,3400,2799.4,11.169,14.866,+0.326,
3.652,3400,2815.6,11.234,14.866,+0.326,
3.700,3400,2840.8,11.334,15.666,+1.126,
3.731,3400,2862.3,11.420,15.666,+1.126,
3.758,3400,2881.0,11.495,15.666,+1.126,
3.805,3400,2867.0,11.439,14.866,+0.326,
3.832,3400,2933.0,11.702,14.866,+0.326,
3.858,3400,2944.9,11.750,14.866,+0.326,
3.911,3400,2966.3,11.835,14.611,+0.071,
3.935,3400,2927.0,11.678,14.611,+0.071,
3.962,3400,2983.8,11.905,14.611,+0.071,
4.009,3400,2995.2,11.950,14.791,+0.251,
4.036,3400,2950.7,11.773,14.791,+0.251,
4.062,3400,3008.2,12.002,14.791,+0.251,
4.110,3400,3016.0,12.033,15.005,+0.465,
4.141,3400,3025.2,12.070,15.005,+0.465,
4.168,3400,2986.1,11.914,15.005,+0.465,
4.215,3400,2996.6,11.956,15.205,+0.665,
4.242,3400,3054.4,12.186,15.205,+0.665,
4.268,3400,3060.9,12.213,15.205,+0.665,
4.316,3400,3074.2,12.265,15.303,+0.763,
4.340,3400,3034.3,12.106,15.303,+0.763,
4.365,3400,3089.5,12.326,15.303,+0.763,
4.391,3400,3097.3,12.358,15.338,+0.798,
4.424,3400,3106.4,12.394,15.338,+0.798,
4.451,3400,3112.0,12.416,15.338,+0.798,
4.477,3400,3122.2,12.457,15.338,+0.798,
4.525,3400,3080.5,12.291,15.335,+0.795,
4.557,3400,3084.1,12.305,15.335,+0.795,
4.583,3400,3142.9,12.539,15.335,+0.795,
4.636,3400,3101.7,12.375,15.438,+0.898,
4.662,3400,3160.7,12.611,15.438,+0.898,
4.689,3400,3160.3,12.609,15.438,+0.898,
4.736,3400,3170.0,12.648,15.523,+0.983,
4.761,3400,3177.1,12.676,15.523,+0.983,
4.787,3400,3178.9,12.683,15.523,+0.983,
4.814,3400,3188.2,12.720,15.474,+0.934,
4.852,3400,3140.1,12.528,15.474,+0.934,
4.878,3400,3199.3,12.765,15.474,+0.934,
4.905,3400,3198.1,12.760,15.474,+0.934,
4.940,3400,3205.3,12.788,15.569,+1.029,
4.965,3400,3213.3,12.821,15.569,+1.029,
4.991,3400,3217.4,12.837,15.569,+1.029,
5.018,3400,3219.2,12.844,15.610,+1.070,
5.051,3400,3223.5,12.861,15.610,+1.070,
5.078,3400,3180.1,12.688,15.610,+1.070,
5.104,3400,3232.0,12.895,15.610,+1.070,
5.152,3400,3236.5,12.913,15.598,+1.058,
5.176,3400,3244.9,12.947,15.598,+1.058,
5.203,3400,3243.8,12.942,15.598,+1.058,
5.229,3400,3249.0,12.963,15.643,+1.103,
5.263,3400,3251.4,12.973,15.643,+1.103,
5.289,3400,3206.3,12.792,15.643,+1.103,
5.316,3400,3256.4,12.993,15.643,+1.103,
5.358,3400,3264.4,13.024,15.640,+1.100,
5.382,3400,3266.6,13.033,15.640,+1.100,
5.409,3400,3267.9,13.038,15.640,+1.100,
5.436,3400,3274.5,13.065,15.659,+1.119,
5.469,3400,3278.0,13.079,15.659,+1.119,
5.495,3400,3224.5,12.865,15.659,+1.119,
5.522,3400,3278.0,13.079,15.659,+1.119,
5.569,3400,3282.7,13.098,16.459,+1.919,
5.594,3400,3288.5,13.120,16.459,+1.919,
5.620,3400,3291.1,13.131,16.459,+1.919,
5.647,3400,3248.0,12.959,16.338,+1.798,
5.675,3400,3311.8,13.214,16.338,+1.798,
5.701,3400,3261.5,13.013,16.338,+1.798,
5.728,3400,3323.4,13.260,16.338,+1.798,
5.775,3400,3333.3,13.299,15.538,+0.998,
5.800,3400,3337.1,13.314,15.538,+0.998,
5.826,3400,3334.4,13.304,15.538,+0.998,
5.853,3400,3286.5,13.112,16.338,+1.798,
5.896,3400,3286.2,13.111,16.338,+1.798,
5.923,3400,3334.8,13.305,16.338,+1.798,
5.949,3400,3341.8,13.333,16.338,+1.798,
5.984,3400,3288.8,13.122,15.538,+0.998,
6.009,3400,3297.9,13.158,15.538,+0.998,
6.035,3400,3348.4,13.360,15.538,+0.998,
6.062,3400,3347.6,13.356,15.624,+1.084,
6.096,3400,3343.8,13.341,15.624,+1.084,
6.122,3400,3295.3,13.148,15.624,+1.084,
6.149,3400,3346.0,13.350,15.624,+1.084,
6.196,3400,3343.9,13.341,15.670,+1.130,
6.221,3400,3341.0,13.330,15.670,+1.130,
6.247,3400,3347.2,13.355,15.670,+1.130,
6.274,3400,3287.2,13.115,16.470,+1.930,
6.307,3400,3342.8,13.337,16.470,+1.930,
6.333,3400,3340.8,13.329,16.470,+1.930,
6.360,3400,3297.6,13.157,16.470,+1.930,
6.407,3400,3358.6,13.400,15.670,+1.130,
6.432,3400,3306.1,13.191,15.670,+1.130,
6.458,3400,3360.1,13.406,15.670,+1.130,
6.485,3400,3366.4,13.431,15.446,+0.906,
6.518,3400,3363.3,13.419,15.446,+0.906,
6.544,3400,3361.3,13.411,15.446,+0.906,
6.571,3400,3358.6,13.400,15.446,+0.906,
6.616,3400,3295.2,13.147,15.859,+1.319,
6.641,3400,3299.8,13.166,15.859,+1.319,
6.667,3400,3346.7,13.353,15.859,+1.319,
6.694,3400,3346.6,13.352,16.049,+1.509,
6.727,3400,3291.5,13.132,16.049,+1.509,
6.754,3400,3354.6,13.384,16.049,+1.509,
6.780,3400,3352.2,13.375,16.049,+1.509,
6.822,3400,3350.9,13.370,15.928,+1.388,
6.847,3400,3359.3,13.403,15.928,+1.388,
6.873,3400,3302.2,13.175,15.928,+1.388,
6.900,3400,3355.2,13.387,16.052,+1.512,
6.933,3400,3354.8,13.385,16.052,+1.512,
6.960,3400,3361.4,13.411,16.052,+1.512,
6.986,3400,3308.2,13.199,16.052,+1.512,
7.034,3400,3366.9,13.433,15.935,+1.395,
7.058,3400,3359.7,13.405,15.935,+1.395,
7.085,3400,3312.4,13.216,15.935,+1.395,
7.111,3400,3365.9,13.429,15.976,+1.436,
7.145,3400,3369.0,13.442,15.976,+1.436,
7.171,3400,3363.8,13.421,15.976,+1.436,
7.198,3400,3364.0,13.422,15.976,+1.436,
7.245,3400,3364.4,13.423,16.129,+1.589,
7.270,3400,3370.9,13.449,16.129,+1.589,
7.296,3400,3311.4,13.212,16.129,+1.589,
7.323,3400,3315.7,13.229,16.929,+2.389,
7.356,3400,3371.4,13.451,16.929,+2.389,
7.382,3400,3379.5,13.484,16.929,+2.389,
7.409,3400,3383.9,13.501,16.929,+2.389,
7.456,3400,3395.1,13.546,16.129,+1.589,
7.481,3400,3399.4,13.563,16.129,+1.589,
7.507,3400,3406.7,13.592,16.129,+1.589,
7.534,3400,3405.6,13.588,16.129,+1.589,
7.567,3400,3408.4,13.599,16.129,+1.589,
7.593,3400,3402.7,13.576,16.129,+1.589,
7.620,3400,3404.2,13.582,16.129,+1.589,
7.667,3400,3403.7,13.580,16.129,+1.589,
7.692,3400,3408.5,13.599,16.129,+1.589,
7.718,3400,3402.2,13.574,16.129,+1.589,
7.745,3400,3404.9,13.585,16.129,+1.589,
7.778,3400,3402.0,13.574,16.129,+1.589,
7.804,3400,3407.1,13.594,16.129,+1.589,
7.831,3400,3408.4,13.599,16.129,+1.589,
7.873,3400,3402.1,13.574,16.129,+1.589,
7.898,3400,3407.4,13.595,16.129,+1.589,
7.924,3400,3410.1,13.606,16.129,+1.589,
7.951,3400,3403.1,13.578,16.129,+1.589,
7.984,3400,3404.9,13.585,16.129,+1.589,
8.010,3400,3402.5,13.575,16.129,+1.589,
8.037,3400,3405.8,13.588,16.129,+1.589,
8.089,3400,3346.6,13.352,16.929,+2.389,
8.114,3400,3353.9,13.382,16.929,+2.389,
8.141,3400,3357.2,13.395,16.929,+2.389,
8.183,3400,3419.2,13.642,16.129,+1.589,
8.209,3400,3422.4,13.655,16.129,+1.589,
8.236,3400,3429.4,13.683,16.129,+1.589,
8.262,3400,3425.5,13.667,15.568,+1.028,
8.291,3400,3366.3,13.431,15.568,+1.028,
8.315,3400,3373.4,13.459,15.568,+1.028,
8.342,3400,3364.4,13.424,15.568,+1.028,
8.368,3400,3355.6,13.388,16.368,+1.828,
8.401,3400,3352.2,13.375,16.368,+1.828,
8.428,3400,3409.6,13.604,16.368,+1.828,
8.454,3400,3411.7,13.612,16.368,+1.828,
8.507,3400,3407.1,13.594,15.568,+1.028,
8.531,3400,3416.1,13.630,15.568,+1.028,
8.558,3400,3407.4,13.595,15.568,+1.028,
8.605,3400,3402.4,13.575,15.568,+1.028,
8.632,3400,3398.3,13.559,15.568,+1.028,
8.658,3400,3402.9,13.577,15.568,+1.028,
8.705,3400,3396.8,13.552,15.568,+1.028,
8.730,3400,3388.7,13.520,15.568,+1.028,
8.756,3400,3382.8,13.497,15.568,+1.028,
8.783,3400,3388.7,13.520,15.568,+1.028,
8.816,3400,3381.7,13.492,15.568,+1.028,
8.843,3400,3383.3,13.499,15.568,+1.028,
8.869,3400,3316.6,13.233,15.568,+1.028,
8.916,3400,3312.6,13.217,16.106,+1.566,
8.941,3400,3317.8,13.238,16.106,+1.566,
8.967,3400,3320.4,13.248,16.106,+1.566,
8.994,3400,3369.4,13.443,16.290,+1.750,
9.027,3400,3375.3,13.467,16.290,+1.750,shot:3395:25
9.050,3400,3377.8,13.477,16.290,+1.750,
9.077,3400,3381.7,13.492,16.290,+1.750,
9.124,3400,3332.2,13.295,15.678,+1.138,
9.149,3400,3380.5,13.488,15.678,+1.138,
9.175,3400,3384.8,13.505,15.678,+1.138,
9.202,3400,3383.0,13.498,15.678,+1.138,
9.235,3400,3384.7,13.504,15.678,+1.138,
9.261,3400,3375.0,13.466,15.678,+1.138,
9.288,3400,3317.9,13.238,15.678,+1.138,
9.335,3400,3367.2,13.434,16.380,+1.840,
9.360,3400,3321.3,13.251,16.380,+1.840,
9.386,3400,3316.7,13.233,16.380,+1.840,
9.413,3400,3375.0,13.466,16.292,+1.752,
9.446,3400,3377.4,13.475,16.292,+1.752,
9.472,3400,3385.9,13.509,16.292,+1.752,
9.499,3400,3392.0,13.533,16.292,+1.752,
9.546,3400,3399.1,13.562,17.092,+2.552,
9.571,3400,3398.2,13.558,17.092,+2.552,
9.597,3400,3408.2,13.598,17.092,+2.552,
9.624,3400,3415.8,13.628,16.292,+1.752,
9.652,3400,3422.4,13.655,16.292,+1.752,
9.679,3400,3424.7,13.664,16.292,+1.752,
9.705,3400,3431.8,13.692,16.292,+1.752,
9.752,3400,3379.4,13.483,15.614,+1.074,
9.777,3400,3379.2,13.482,15.614,+1.074,
9.803,3400,3373.4,13.459,15.614,+1.074,
9.830,3400,3430.6,13.687,15.557,+1.017,
9.858,3400,3376.6,13.472,15.557,+1.017,
9.884,3400,3419.4,13.643,15.557,+1.017,
9.911,3400,3416.2,13.630,15.557,+1.017,
9.958,3400,3405.3,13.587,16.169,+1.629,
9.983,3400,3413.4,13.619,16.169,+1.629,
10.009,3400,3411.8,13.613,16.169,+1.629,
10.036,3400,3406.4,13.591,16.169,+1.629,
10.069,3400,3412.6,13.616,16.169,+1.629,
10.096,3400,3409.4,13.603,16.169,+1.629,
10.122,3400,3416.0,13.629,16.169,+1.629,
10.175,3400,3417.6,13.635,16.969,+2.429,
10.200,3400,3424.4,13.663,16.969,+2.429,
10.226,3400,3429.6,13.683,16.969,+2.429,
10.274,3400,3385.9,13.509,16.169,+1.629,
10.300,3400,3383.8,13.501,16.169,+1.629,
10.327,3400,3385.5,13.508,16.169,+1.629,
10.374,3400,3442.7,13.736,16.799,+2.259,
10.399,3400,3397.9,13.557,16.799,+2.259,
10.425,3400,3399.1,13.562,16.799,+2.259,
10.452,3400,3456.4,13.790,15.999,+1.459,
10.485,3400,3462.2,13.814,15.999,+1.459,
10.511,3400,3464.4,13.823,15.999,+1.459,
10.538,3400,3469.1,13.841,15.999,+1.459,
10.590,3400,3462.8,13.816,15.712,+1.172,
10.615,3400,3412.8,13.616,15.712,+1.172,
10.641,3400,3410.4,13.607,15.712,+1.172,
10.689,3400,3462.1,13.813,16.512,+1.972,
10.715,3400,3401.0,13.569,16.512,+1.972,
10.742,3400,3397.0,13.553,16.512,+1.972,
10.784,3400,3459.3,13.802,15.712,+1.172,
10.809,3400,3460.4,13.806,15.712,+1.172,
10.835,3400,3455.8,13.788,15.712,+1.172,
10.862,3400,3460.6,13.807,15.515,+0.975,
10.895,3400,3394.9,13.545,15.515,+0.975,
10.921,3400,3399.0,13.562,15.515,+0.975,
10.948,3400,3393.5,13.539,15.515,+0.975,
10.995,3400,3441.6,13.731,15.687,+1.147,
11.020,3400,3430.0,13.685,15.687,+1.147,
11.046,3400,3432.2,13.694,15.687,+1.147,
11.073,3400,3432.3,13.694,15.922,+1.382,
11.106,3400,3427.7,13.676,15.922,+1.382,
11.133,3400,3371.3,13.451,15.922,+1.382,
11.159,3400,3416.6,13.632,15.922,+1.382,
11.207,3400,3417.8,13.636,16.086,+1.546,
11.231,3400,3421.4,13.651,16.086,+1.546,
11.258,3400,3425.6,13.668,16.086,+1.546,
11.284,3400,3420.6,13.647,16.071,+1.531,
11.317,3400,3425.0,13.665,16.071,+1.531,shot:3442:26
11.340,3400,3422.4,13.655,16.071,+1.531,
11.366,3400,3427.9,13.677,16.071,+1.531,
11.414,3400,3371.7,13.453,15.955,+1.415,
11.438,3400,3367.5,13.436,15.955,+1.415,
11.465,3400,3421.5,13.651,15.955,+1.415,
11.491,3400,3430.0,13.685,15.775,+1.235,
11.519,3400,3372.8,13.457,15.775,+1.235,
11.546,3400,3419.5,13.643,15.775,+1.235,
11.572,3400,3423.4,13.659,15.775,+1.235,
11.615,3400,3368.4,13.439,16.374,+1.834,
11.639,3400,3353.7,13.381,16.374,+1.834,
11.666,3400,3244.2,12.944,16.374,+1.834,
11.692,3400,2979.8,11.889,17.174,+2.634,
11.720,3400,2754.7,10.991,17.174,+2.634,
11.747,3400,2629.1,10.490,17.174,+2.634,
11.773,3400,2665.7,10.636,17.174,+2.634,
11.816,3400,2731.9,10.900,17.974,+3.434,
11.840,3400,2769.5,11.050,17.974,+3.434,
11.867,3400,2809.7,11.210,17.974,+3.434,
11.893,3400,2809.3,11.209,17.174,+2.634,
11.926,3400,2903.7,11.585,17.174,+2.634,
11.953,3400,2942.6,11.741,17.174,+2.634,
11.979,3400,2973.9,11.865,17.174,+2.634,
12.027,3400,3022.6,12.060,16.374,+1.834,
12.051,3400,3050.4,12.170,16.374,+1.834,
12.078,3400,3067.5,12.239,16.374,+1.834,
12.104,3400,3090.5,12.330,15.574,+1.034,
12.143,3400,3112.1,12.417,15.574,+1.034,shot:3363:474
12.165,3400,3122.9,12.460,15.574,+1.034,
12.192,3400,3133.0,12.500,15.574,+1.034,
12.239,3400,3149.1,12.564,15.157,+0.617,
12.264,3400,3148.0,12.560,15.157,+0.617,
12.290,3400,3158.7,12.603,15.157,+0.617,
12.317,3400,3157.0,12.596,15.255,+0.715,
12.350,3400,3159.1,12.604,15.255,+0.715,
12.376,3400,3164.0,12.624,15.255,+0.715,
12.403,3400,3115.9,12.432,15.255,+0.715,
12.450,3400,3167.6,12.638,16.055,+1.515,
12.475,3400,3123.1,12.461,16.055,+1.515,
12.501,3400,3180.4,12.689,16.055,+1.515,
12.528,3400,3185.0,12.708,15.255,+0.715,
12.556,3400,3196.9,12.755,15.255,+0.715,
12.582,3400,3197.3,12.757,15.255,+0.715,
12.609,3400,3203.5,12.781,15.255,+0.715,
12.656,3400,3155.7,12.591,16.055,+1.515,
12.681,3400,3205.4,12.789,16.055,+1.515,
12.707,3400,3213.2,12.820,16.055,+1.515,
12.734,3400,3218.3,12.840,15.255,+0.715,
12.767,3400,3173.6,12.662,15.255,+0.715,
12.793,3400,3226.0,12.871,15.255,+0.715,
12.820,3400,3233.9,12.903,15.255,+0.715,
12.867,3400,3184.3,12.705,15.300,+0.760,
12.891,3400,3227.4,12.877,15.300,+0.760,
12.918,3400,3235.9,12.911,15.300,+0.760,
12.944,3400,3180.6,12.690,16.100,+1.560,
12.978,3400,3233.1,12.899,16.100,+1.560,
13.004,3400,3234.2,12.904,16.100,+1.560,
13.031,3400,3195.1,12.748,16.100,+1.560,
13.083,3400,3253.5,12.981,15.300,+0.760,
13.108,3400,3258.0,12.999,15.300,+0.760,
13.134,3400,3260.0,13.007,15.300,+0.760,
13.182,3400,3261.2,13.012,16.100,+1.560,
13.208,3400,3267.4,13.036,16.100,+1.560,
13.235,3400,3211.7,12.814,16.100,+1.560,
13.277,3400,3274.7,13.065,15.300,+0.760,
13.302,3400,3280.8,13.090,15.300,+0.760,
13.329,3400,3278.9,13.082,15.300,+0.760,
13.355,3400,3283.5,13.101,15.268,+0.728,
13.388,3400,3284.1,13.103,15.268,+0.728,
13.415,3400,3222.2,12.856,15.268,+0.728,
13.441,3400,3274.7,13.065,15.268,+0.728,
13.494,3400,3271.0,13.051,16.068,+1.528,
13.518,3400,3225.0,12.867,16.068,+1.528,
13.545,3400,3278.1,13.079,16.068,+1.528,
13.592,3400,3229.3,12.884,15.268,+0.728,
13.619,3400,3283.9,13.102,15.268,+0.728,
13.631,3400,3288.2,13.119,15.268,+0.728,label:short
13.655,3400,3282.8,13.098,15.268,+0.728,
13.701,3400,3227.3,12.876,15.508,+0.968,
13.725,3400,3285.9,13.110,15.508,+0.968,
13.752,3400,3278.1,13.079,15.508,+0.968,
13.799,3400,3276.8,13.074,15.813,+1.273,
13.826,3400,3281.4,13.092,15.813,+1.273,
13.852,3400,3283.8,13.102,15.813,+1.273,
13.899,3400,3288.0,13.119,15.848,+1.308,
13.924,3400,3236.6,12.914,15.848,+1.308,
13.951,3400,3296.5,13.152,15.848,+1.308,
13.977,3400,3292.7,13.137,15.989,+1.449,
14.015,3400,3248.1,12.959,15.989,+1.449,
14.042,3400,3298.4,13.160,15.989,+1.449,
14.068,3400,3301.7,13.173,15.989,+1.449,
14.114,3400,3256.5,12.993,15.888,+1.348,
14.138,3400,3308.5,13.200,15.888,+1.348,
14.165,3400,3311.3,13.211,15.888,+1.348,
14.212,3400,3314.4,13.224,16.688,+2.148,
14.239,3400,3269.5,13.045,16.688,+2.148,
14.266,3400,3322.2,13.255,16.688,+2.148,
14.313,3400,3333.7,13.301,15.888,+1.348,
14.338,3400,3339.8,13.325,15.888,+1.348,
14.364,3400,3344.9,13.346,15.888,+1.348,
14.391,3400,3339.0,13.322,15.838,+1.298,
14.424,3400,3340.9,13.329,15.838,+1.298,
14.450,3400,3341.5,13.332,15.838,+1.298,
14.477,3400,3295.2,13.147,15.838,+1.298,
14.524,3400,3294.7,13.145,15.816,+1.276,
14.549,3400,3338.9,13.321,15.816,+1.276,
14.575,3400,3346.3,13.351,15.816,+1.276,
14.602,3400,3349.0,13.362,15.851,+1.311,
14.635,3400,3296.5,13.152,15.851,+1.311,
14.662,3400,3342.9,13.337,15.851,+1.311,
14.688,3400,3344.1,13.343,15.851,+1.311,
14.741,3400,3344.8,13.345,16.651,+2.111,
14.765,3400,3351.3,13.371,16.651,+2.111,
14.792,3400,3356.3,13.391,16.651,+2.111,
14.839,3400,3362.9,13.417,16.496,+1.956,
14.866,3400,3367.0,13.434,16.496,+1.956,
14.892,3400,3370.1,13.446,16.496,+1.956,
14.940,3400,3375.7,13.468,15.696,+1.156,
14.964,3400,3383.3,13.499,15.696,+1.156,
14.991,3400,3375.4,13.467,15.696,+1.156,
15.017,3400,3324.9,13.266,16.496,+1.956,
15.046,3400,3382.5,13.496,16.496,+1.956,
15.072,3400,3377.1,13.474,16.496,+1.956,
15.099,3400,3375.8,13.469,16.496,+1.956,
15.146,3400,3382.5,13.495,15.696,+1.156,
15.171,3400,3391.9,13.533,15.696,+1.156,
15.198,3400,3384.2,13.502,15.696,+1.156,
15.224,3400,3380.9,13.489,15.696,+1.156,
15.262,3400,3383.5,13.499,15.696,+1.156,
15.289,3400,3373.6,13.460,15.696,+1.156,
15.316,3400,3377.5,13.476,15.696,+1.156,
15.356,3400,3376.6,13.472,16.496,+1.956,
15.381,3400,3368.9,13.441,16.496,+1.956,
15.407,3400,3377.0,13.474,16.496,+1.956,
15.434,3400,3321.4,13.252,16.763,+2.223,
15.472,3400,3382.1,13.494,16.763,+2.223,
15.498,3400,3389.9,13.525,16.763,+2.223,
15.525,3400,3337.4,13.316,16.763,+2.223,
15.565,3400,3399.6,13.564,15.963,+1.423,
15.590,3400,3405.7,13.588,15.963,+1.423,
15.616,3400,3399.0,13.561,15.963,+1.423,
15.643,3400,3404.2,13.582,15.963,+1.423,
15.671,3400,3409.7,13.604,15.963,+1.423,
15.698,3400,3402.0,13.573,15.963,+1.423,
15.724,3400,3398.2,13.558,15.963,+1.423,
15.772,3400,3341.6,13.332,15.963,+1.423,
15.796,3400,3350.7,13.369,15.963,+1.423,
15.823,3400,3346.4,13.352,15.963,+1.423,
15.849,3400,3393.9,13.541,15.963,+1.423,
15.882,3400,3393.7,13.540,15.963,+1.423,
15.909,3400,3394.9,13.545,15.963,+1.423,
15.935,3400,3402.8,13.577,15.963,+1.423,
15.983,3400,3344.5,13.344,15.963,+1.423,
16.007,3400,3336.6,13.313,15.963,+1.423,
16.034,3400,3392.5,13.535,15.963,+1.423,
16.060,3400,3396.9,13.553,15.963,+1.423,
16.094,3400,3393.1,13.538,15.963,+1.423,
16.120,3400,3393.3,13.539,15.963,+1.423,
16.147,3400,3386.7,13.512,15.963,+1.423,
16.199,3400,3339.7,13.325,15.963,+1.423,
16.224,3400,3329.1,13.283,15.963,+1.423,
16.250,3400,3390.8,13.529,15.963,+1.423,
16.303,3400,3381.2,13.490,15.963,+1.423,
16.329,3400,3385.4,13.507,15.963,+1.423,
16.356,3400,3390.7,13.528,15.963,+1.423,
16.398,3400,3327.1,13.274,15.963,+1.423,
16.423,3400,3329.5,13.284,15.963,+1.423,
16.449,3400,3334.2,13.303,15.963,+1.423,
16.476,3400,3378.6,13.480,16.434,+1.894,
16.509,3400,3383.3,13.499,16.434,+1.894,
16.535,3400,3379.9,13.485,16.434,+1.894,
16.562,3400,3387.2,13.514,16.434,+1.894,
