t,target,rpm,mps,throttle,trim,event
38.777,3400,3398.8,13.561,16.537,+1.997,
38.804,3400,3397.7,13.556,16.537,+1.997,
38.846,3400,3352.0,13.374,15.737,+1.197,
38.873,3400,3358.9,13.401,15.737,+1.197,
38.899,3400,3356.4,13.391,15.737,+1.197,
38.926,3400,3409.1,13.602,15.737,+1.197,
38.964,3400,3360.0,13.406,15.737,+1.197,shot:3399:27
38.992,3400,3404.5,13.583,15.737,+1.197,
39.018,3400,3402.2,13.574,15.737,+1.197,
39.064,3400,3347.3,13.355,16.537,+1.997,
39.090,3400,3408.1,13.598,16.537,+1.997,
39.117,3400,3411.5,13.611,16.537,+1.997,
39.169,3400,3414.9,13.625,15.737,+1.197,
39.194,3400,3412.4,13.615,15.737,+1.197,
39.220,3400,3409.9,13.605,15.737,+1.197,
39.268,3400,3351.6,13.372,15.737,+1.197,
39.294,3400,3358.9,13.401,15.737,+1.197,
39.321,3400,3356.8,13.393,15.737,+1.197,
39.373,3400,3406.7,13.592,15.737,+1.197,
39.398,3400,3405.3,13.587,15.737,+1.197,
39.424,3400,3396.8,13.553,15.737,+1.197,
39.477,3400,3348.3,13.359,15.737,+1.197,
39.503,3400,3337.2,13.315,15.737,+1.197,
39.530,3400,3395.4,13.547,15.737,+1.197,
39.582,3400,3388.9,13.521,15.737,+1.197,
39.607,3400,3393.2,13.538,15.737,+1.197,
39.633,3400,3396.1,13.550,15.737,+1.197,
39.681,3400,3392.4,13.535,15.737,+1.197,
39.707,3400,3383.5,13.500,15.737,+1.197,
39.734,3400,3378.6,13.480,15.737,+1.197,
39.781,3400,3377.2,13.474,16.223,+1.683,
39.805,3400,3386.6,13.512,16.223,+1.683,
39.832,3400,3382.1,13.494,16.223,+1.683,
39.859,3400,3327.9,13.278,17.023,+2.483,
39.892,3400,3332.1,13.294,17.023,+2.483,
39.918,3400,3340.0,13.326,17.023,+2.483,
39.945,3400,3348.5,13.360,17.023,+2.483,
39.997,3400,3414.2,13.622,16.223,+1.683,
40.022,3400,3423.1,13.658,16.223,+1.683,
40.048,3400,3420.9,13.649,16.223,+1.683,
40.101,3400,3430.9,13.689,15.594,+1.054,
40.128,3400,3422.6,13.656,15.594,+1.054,
40.154,3400,3419.0,13.641,15.594,+1.054,
40.202,3400,3359.5,13.404,16.166,+1.626,
40.226,3400,3421.7,13.652,16.166,+1.626,
40.253,3400,3420.5,13.647,16.166,+1.626,
40.277,3400,3411.9,13.613,16.166,+1.626,
40.315,3400,3423.1,13.658,16.166,+1.626,
40.342,3400,3413.8,13.621,16.166,+1.626,
40.368,3400,3419.4,13.643,16.166,+1.626,
40.409,3400,3426.4,13.671,16.878,+2.338,
40.433,3400,3419.9,13.645,16.878,+2.338,
40.460,3400,3429.6,13.684,16.878,+2.338,
40.486,3400,3379.2,13.482,16.689,+2.149,
40.525,3400,3432.9,13.696,16.689,+2.149,
40.551,3400,3440.5,13.727,16.689,+2.149,
40.578,3400,3444.9,13.745,16.689,+2.149,
40.618,3400,3420.4,13.647,16.272,+1.732,
40.642,3400,3231.3,12.892,16.272,+1.732,
40.669,3400,2980.7,11.892,16.272,+1.732,
40.695,3400,2757.5,11.002,17.072,+2.532,shot:3390:55
40.734,3400,2664.2,10.630,17.072,+2.532,
40.760,3400,2702.1,10.781,17.072,+2.532,
40.787,3400,2737.7,10.923,17.072,+2.532,
40.827,3400,2793.8,11.147,17.872,+3.332,
40.851,3400,2829.1,11.288,17.872,+3.332,
40.878,3400,2865.9,11.434,17.872,+3.332,
40.904,3400,2859.0,11.407,17.072,+2.532,
40.938,3400,2953.9,11.786,17.072,+2.532,
40.964,3400,2990.0,11.929,17.072,+2.532,
40.991,3400,3018.2,12.042,17.072,+2.532,
41.038,3400,3064.3,12.226,16.272,+1.732,
41.063,3400,3084.0,12.305,16.272,+1.732,
41.089,3400,3103.7,12.383,16.272,+1.732,
41.116,3400,3072.9,12.260,16.256,+1.716,
41.149,3400,3139.4,12.526,16.256,+1.716,
41.175,3400,3150.3,12.569,16.256,+1.716,
41.202,3400,3115.7,12.431,16.256,+1.716,
41.249,3400,3134.9,12.508,15.793,+1.253,
41.274,3400,3193.5,12.741,15.793,+1.253,
41.300,3400,3204.5,12.785,15.793,+1.253,
41.327,3400,3205.7,12.790,14.993,+0.453,
41.355,3400,3213.4,12.821,14.993,+0.453,
41.381,3400,3164.9,12.627,14.993,+0.453,
41.408,3400,3211.8,12.815,14.993,+0.453,
41.455,3400,3213.8,12.823,15.223,+0.683,
41.480,3400,3165.7,12.630,15.223,+0.683,
41.506,3400,3210.6,12.810,15.223,+0.683,
41.533,3400,3218.9,12.843,15.464,+0.924,
41.571,3400,3213.6,12.822,15.464,+0.924,
41.598,3400,3168.3,12.641,15.464,+0.924,
41.624,3400,3216.9,12.835,15.464,+0.924,
41.665,3400,3225.1,12.868,15.855,+1.315,
41.689,3400,3170.7,12.650,15.855,+1.315,
41.716,3400,3228.5,12.881,15.855,+1.315,
41.742,3400,3233.5,12.901,15.871,+1.331,
41.775,3400,3187.8,12.719,15.871,+1.331,
41.802,3400,3239.9,12.927,15.871,+1.331,
41.828,3400,3251.1,12.971,15.871,+1.331,
41.881,3400,3256.3,12.992,16.671,+2.131,
41.905,3400,3211.5,12.813,16.671,+2.131,
41.932,3400,3268.5,13.041,16.671,+2.131,
41.979,3400,3283.1,13.099,16.504,+1.964,
42.006,3400,3299.5,13.164,16.504,+1.964,
42.032,3400,3305.3,13.188,16.504,+1.964,
42.080,3400,3316.6,13.233,15.704,+1.164,
42.105,3400,3266.2,13.031,15.704,+1.164,
42.131,3400,3327.0,13.274,15.704,+1.164,
42.158,3400,3320.9,13.250,15.684,+1.144,
42.191,3400,3268.9,13.042,15.684,+1.144,
42.218,3400,3321.4,13.252,15.684,+1.144,
42.244,3400,3327.5,13.276,15.684,+1.144,
42.291,3400,3324.9,13.266,15.799,+1.259,
42.316,3400,3314.1,13.223,15.799,+1.259,
42.343,3400,3319.7,13.245,15.799,+1.259,
42.369,3400,3321.6,13.253,15.980,+1.440,
42.402,3400,3323.1,13.259,15.980,+1.440,
42.429,3400,3316.1,13.231,15.980,+1.440,
42.455,3400,3268.1,13.039,15.980,+1.440,
42.475,3400,3318.1,13.239,16.214,+1.674,label:in
42.518,3400,3326.0,13.270,16.214,+1.674,
42.543,3400,3328.0,13.278,16.214,+1.674,
42.569,3400,3325.4,13.268,16.214,+1.674,
42.610,3400,3284.0,13.103,16.070,+1.530,
42.636,3400,3333.5,13.300,16.070,+1.530,
42.663,3400,3334.6,13.305,16.070,+1.530,
42.705,3400,3344.9,13.346,16.870,+2.330,
42.737,3400,3348.2,13.359,16.870,+2.330,
42.763,3400,3296.1,13.151,16.870,+2.330,
42.811,3400,3308.3,13.199,16.070,+1.530,
42.837,3400,3311.3,13.212,16.070,+1.530,
42.864,3400,3374.7,13.464,16.070,+1.530,
42.911,3400,3320.8,13.249,15.860,+1.320,
42.943,3400,3323.2,13.259,15.860,+1.320,
42.970,3400,3319.8,13.245,15.860,+1.320,
43.017,3400,3375.4,13.467,15.792,+1.252,
43.044,3400,3308.1,13.199,15.792,+1.252,
43.070,3400,3370.7,13.448,15.792,+1.252,
43.118,3400,3303.3,13.180,16.207,+1.667,
43.147,3400,3314.4,13.224,16.207,+1.667,
43.174,3400,3309.7,13.205,16.207,+1.667,
43.221,3400,3312.0,13.214,16.097,+1.557,
43.248,3400,3361.4,13.412,16.097,+1.557,
43.274,3400,3368.4,13.439,16.097,+1.557,
43.317,3400,3370.7,13.448,16.286,+1.746,
43.349,3400,3373.8,13.461,16.286,+1.746,
43.375,3400,3367.6,13.436,16.286,+1.746,
43.423,3400,3371.7,13.453,16.127,+1.587,
43.449,3400,3372.6,13.456,16.127,+1.587,
43.476,3400,3380.6,13.488,16.127,+1.587,
43.523,3400,3381.0,13.490,16.927,+2.387,
43.555,3400,3383.8,13.501,16.927,+2.387,
43.581,3400,3385.0,13.506,16.927,+2.387,
43.629,3400,3340.9,13.330,16.127,+1.587,
43.655,3400,3394.4,13.543,16.127,+1.587,
43.682,3400,3403.2,13.578,16.127,+1.587,
43.729,3400,3398.2,13.558,16.127,+1.587,
43.759,3400,3404.4,13.583,16.127,+1.587,
43.785,3400,3405.5,13.588,16.127,+1.587,
43.828,3400,3396.5,13.552,16.927,+2.387,
43.859,3400,3400.6,13.568,16.927,+2.387,
43.886,3400,3405.3,13.587,16.927,+2.387,
43.938,3400,3415.6,13.628,16.127,+1.587,
43.963,3400,3418.0,13.637,16.127,+1.587,
43.989,3400,3425.7,13.668,16.127,+1.587,
44.037,3400,3369.0,13.442,15.685,+1.145,
44.063,3400,3361.7,13.413,15.685,+1.145,
44.090,3400,3409.7,13.604,15.685,+1.145,
44.137,3400,3404.1,13.582,16.087,+1.547,
44.169,3400,3399.5,13.563,16.087,+1.547,
44.196,3400,3405.0,13.585,16.087,+1.547,
44.243,3400,3402.4,13.575,16.087,+1.547,
44.269,3400,3408.7,13.600,16.087,+1.547,
44.296,3400,3401.3,13.571,16.087,+1.547,
44.348,3400,3403.4,13.579,16.087,+1.547,
44.373,3400,3399.2,13.562,16.087,+1.547,
44.399,3400,3395.1,13.546,16.087,+1.547,
44.452,3400,3398.3,13.558,16.087,+1.547,
44.478,3400,3393.0,13.537,16.087,+1.547,
44.505,3400,3400.8,13.568,16.087,+1.547,
44.547,3400,3401.5,13.571,16.087,+1.547,
44.579,3400,3399.6,13.564,16.087,+1.547,
44.605,3400,3390.2,13.526,16.087,+1.547,
44.653,3400,3338.8,13.321,16.087,+1.547,
44.679,3400,3337.4,13.316,16.087,+1.547,
44.706,3400,3399.6,13.564,16.087,+1.547,
44.753,3400,3395.6,13.548,16.087,+1.547,
44.785,3400,3396.5,13.551,16.087,+1.547,
44.811,3400,3397.7,13.556,16.087,+1.547,
44.854,3400,3387.5,13.516,16.887,+2.347,
44.880,3400,3338.7,13.321,16.887,+2.347,
44.907,3400,3347.1,13.354,16.887,+2.347,
44.933,3400,3344.0,13.342,16.952,+2.412,
44.966,3400,3407.2,13.594,16.952,+2.412,
44.991,3400,3353.3,13.379,16.952,+2.412,
45.017,3400,3363.5,13.420,16.952,+2.412,shot:3399:26
45.063,3400,3427.0,13.673,16.152,+1.612,
45.090,3400,3424.5,13.663,16.152,+1.612,
45.116,3400,3420.4,13.647,16.152,+1.612,
45.164,3400,3419.4,13.643,16.037,+1.497,
45.195,3400,3416.6,13.632,16.037,+1.497,
45.222,3400,3419.7,13.644,16.037,+1.497,
45.269,3400,3419.8,13.644,16.508,+1.968,
45.296,3400,3422.5,13.655,16.508,+1.968,
45.322,3400,3418.6,13.640,16.508,+1.968,
45.364,3400,3359.1,13.402,15.992,+1.452,
45.396,3400,3416.7,13.632,15.992,+1.452,
45.422,3400,3417.3,13.634,15.992,+1.452,
45.470,3400,3416.2,13.630,16.792,+2.252,
45.496,3400,3419.6,13.644,16.792,+2.252,
45.523,3400,3416.8,13.632,16.792,+2.252,
45.570,3400,3368.6,13.440,15.992,+1.452,
45.602,3400,3428.0,13.677,15.992,+1.452,
45.628,3400,3420.1,13.646,15.992,+1.452,
45.676,3400,3417.1,13.634,15.923,+1.383,
45.702,3400,3420.7,13.648,15.923,+1.383,
45.729,3400,3423.3,13.659,15.923,+1.383,
45.776,3400,3418.2,13.638,16.424,+1.884,
45.808,3400,3416.2,13.630,16.424,+1.884,
45.834,3400,3417.4,13.635,16.424,+1.884,
45.882,3400,3416.4,13.631,16.424,+1.884,
45.908,3400,3410.8,13.608,16.424,+1.884,
45.935,3400,3413.0,13.617,16.424,+1.884,
45.982,3400,3413.0,13.617,16.424,+1.884,
46.014,3400,3414.4,13.623,16.424,+1.884,
46.041,3400,3422.7,13.656,16.424,+1.884,
46.088,3400,3421.0,13.649,16.424,+1.884,
46.115,3400,3427.5,13.675,16.424,+1.884,
46.141,3400,3423.6,13.660,16.424,+1.884,
46.189,3400,3426.6,13.672,16.991,+2.451,
46.220,3400,3433.2,13.698,16.991,+2.451,
46.247,3400,3432.2,13.694,16.991,+2.451,
46.294,3400,3440.1,13.725,16.476,+1.936,
46.321,3400,3444.0,13.741,16.476,+1.936,
46.347,3400,3395.9,13.549,16.476,+1.936,
46.395,3400,3453.1,13.777,15.676,+1.136,
46.426,3400,3397.3,13.555,15.676,+1.136,
46.453,3400,3451.4,13.770,15.676,+1.136,
46.500,3400,3447.0,13.753,16.476,+1.936,
46.527,3400,3439.5,13.723,16.476,+1.936,
46.553,3400,3439.1,13.722,16.476,+1.936,
46.601,3400,3442.1,13.733,15.676,+1.136,
46.633,3400,3386.0,13.509,15.676,+1.136,
46.659,3400,3384.7,13.504,15.676,+1.136,
46.707,3400,3435.8,13.708,16.476,+1.936,
46.733,3400,3444.4,13.743,16.476,+1.936,
46.760,3400,3442.7,13.736,16.476,+1.936,
46.807,3400,3447.7,13.756,15.676,+1.136,
46.839,3400,3448.1,13.757,15.676,+1.136,
46.865,3400,3441.6,13.731,15.676,+1.136,
46.918,3400,3442.4,13.735,15.540,+1.000,
46.944,3400,3435.5,13.707,15.540,+1.000,
46.971,3400,3422.9,13.657,15.540,+1.000,
47.018,3400,3420.4,13.647,15.870,+1.330,
47.043,3400,3421.7,13.652,15.870,+1.330,
47.070,3400,3423.0,13.657,15.870,+1.330,
47.096,3400,3410.7,13.608,16.406,+1.866,
47.134,3400,3415.7,13.628,16.406,+1.866,
47.161,3400,3416.4,13.631,16.406,+1.866,
47.187,3400,3413.8,13.621,16.406,+1.866,
47.223,3400,3423.5,13.659,16.406,+1.866,
47.247,3400,3419.2,13.642,16.406,+1.866,
47.274,3400,3427.3,13.674,16.406,+1.866,
47.300,3400,3433.2,13.698,15.676,+1.136,
47.338,3400,3371.1,13.450,15.676,+1.136,
47.365,3400,3379.0,13.482,15.676,+1.136,
47.391,3400,3371.1,13.450,15.676,+1.136,
47.437,3400,3416.1,13.630,15.898,+1.358,
47.461,3400,3419.5,13.643,15.898,+1.358,
47.488,3400,3420.3,13.646,15.898,+1.358,
47.535,3400,3359.6,13.404,16.300,+1.760,
47.562,3400,3352.6,13.376,16.300,+1.760,
47.588,3400,3348.1,13.358,16.300,+1.760,shot:3429:31
47.611,3400,3358.1,13.398,17.100,+2.560,
47.644,3400,3359.3,13.403,17.100,+2.560,
47.668,3400,3355.1,13.386,17.100,+2.560,
47.695,3400,3360.2,13.407,17.100,+2.560,
47.742,3400,3423.6,13.660,16.300,+1.760,
47.769,3400,3433.2,13.698,16.300,+1.760,
47.795,3400,3438.1,13.718,16.300,+1.760,
47.838,3400,3429.2,13.682,15.516,+0.976,
47.862,3400,3378.4,13.479,15.516,+0.976,
47.889,3400,3377.6,13.476,15.516,+0.976,
47.915,3400,3366.4,13.431,16.316,+1.776,
47.948,3400,3363.8,13.421,16.316,+1.776,
47.975,3400,3415.1,13.626,16.316,+1.776,
48.001,3400,3419.8,13.644,16.316,+1.776,
48.049,3400,3416.6,13.632,15.643,+1.103,
48.073,3400,3419.4,13.643,15.643,+1.103,
48.100,3400,3411.8,13.612,15.643,+1.103,
48.126,3400,3416.4,13.631,15.643,+1.103,
48.160,3400,3406.9,13.593,15.643,+1.103,
48.186,3400,3412.4,13.615,15.643,+1.103,
48.212,3400,3405.0,13.586,15.643,+1.103,
48.260,3400,3400.2,13.566,16.443,+1.903,
48.284,3400,3395.6,13.548,16.443,+1.903,
48.311,3400,3407.1,13.594,16.443,+1.903,
48.337,3400,3405.8,13.589,15.643,+1.103,
48.371,3400,3411.0,13.609,15.643,+1.103,
48.397,3400,3408.5,13.599,15.643,+1.103,
48.424,3400,3406.0,13.589,15.643,+1.103,
48.466,3400,3411.6,13.612,16.443,+1.903,
48.490,3400,3406.6,13.592,16.443,+1.903,
48.517,3400,3408.4,13.599,16.443,+1.903,
48.543,3400,3413.9,13.621,15.643,+1.103,
48.577,3400,3418.0,13.637,15.643,+1.103,
48.603,3400,3422.5,13.655,15.643,+1.103,
48.630,3400,3415.7,13.628,15.643,+1.103,
48.677,3400,3414.2,13.622,16.377,+1.837,
48.701,3400,3416.5,13.631,16.377,+1.837,
48.728,3400,3420.9,13.649,16.377,+1.837,
48.754,3400,3420.1,13.646,15.577,+1.037,
48.788,3400,3424.0,13.661,15.577,+1.037,
48.814,3400,3420.7,13.648,15.577,+1.037,
48.841,3400,3425.4,13.667,15.577,+1.037,
48.888,3400,3362.5,13.416,15.979,+1.439,
48.912,3400,3423.4,13.659,15.979,+1.439,
48.939,3400,3411.6,13.612,15.979,+1.439,
48.965,3400,3413.0,13.617,15.979,+1.439,
48.999,3400,3355.4,13.387,15.979,+1.439,
49.025,3400,3363.1,13.418,15.979,+1.439,
49.052,3400,3363.6,13.420,15.979,+1.439,
49.099,3400,3420.1,13.646,15.979,+1.439,
49.124,3400,3410.8,13.608,15.979,+1.439,
49.150,3400,3416.1,13.630,15.979,+1.439,
49.177,3400,3420.6,13.648,15.526,+0.986,
49.210,3400,3418.3,13.638,15.526,+0.986,
49.237,3400,3413.3,13.618,15.526,+0.986,
49.263,3400,3406.2,13.590,15.526,+0.986,
49.310,3400,3402.3,13.575,15.937,+1.397,
49.335,3400,3408.7,13.600,15.937,+1.397,
49.361,3400,3402.3,13.575,15.937,+1.397,
49.388,3400,3378.8,13.481,16.404,+1.864,
49.421,3400,3126.6,12.475,16.404,+1.864,shot:3415:34
49.444,3400,2942.8,11.741,16.404,+1.864,
49.470,3400,2770.9,11.055,16.404,+1.864,
49.517,3400,2755.7,10.995,17.204,+2.664,
49.542,3400,2742.6,10.942,17.204,+2.664,
49.568,3400,2773.8,11.067,17.204,+2.664,
49.595,3400,2805.5,11.194,16.810,+2.270,
49.633,3400,2897.1,11.559,16.810,+2.270,
49.660,3400,2928.8,11.685,16.810,+2.270,
49.686,3400,2956.4,11.795,16.810,+2.270,
49.726,3400,2996.4,11.955,16.010,+1.470,
49.751,3400,3014.8,12.029,16.010,+1.470,
49.777,3400,3037.2,12.118,16.010,+1.470,
49.804,3400,2999.6,11.968,16.187,+1.647,
49.837,3400,3067.8,12.240,16.187,+1.647,
49.864,3400,3083.6,12.303,16.187,+1.647,
49.890,3400,3096.2,12.353,16.187,+1.647,
49.937,3400,3122.5,12.458,15.387,+0.847,
49.962,3400,3082.2,12.298,15.387,+0.847,
49.988,3400,3090.3,12.330,15.387,+0.847,
50.015,3400,3097.1,12.357,16.187,+1.647,
50.048,3400,3104.1,12.385,16.187,+1.647,
50.075,3400,3107.5,12.398,16.187,+1.647,
50.101,3400,3172.0,12.656,16.187,+1.647,
50.154,3400,3189.1,12.724,15.387,+0.847,
50.178,3400,3194.6,12.746,15.387,+0.847,
50.205,3400,3148.8,12.563,15.387,+0.847,
50.257,3400,3204.4,12.785,15.274,+0.734,
50.284,3400,3213.9,12.823,15.274,+0.734,
50.310,3400,3208.2,12.800,15.274,+0.734,
50.358,3400,3160.2,12.609,16.074,+1.534,
50.382,3400,3221.0,12.851,16.074,+1.534,
50.409,3400,3220.6,12.850,16.074,+1.534,
50.435,3400,3174.9,12.667,16.243,+1.703,
50.468,3400,3235.2,12.908,16.243,+1.703,
50.495,3400,3247.1,12.955,16.243,+1.703,
50.521,3400,3195.3,12.749,16.243,+1.703,
50.569,3400,3257.0,12.995,15.443,+0.903,
50.593,3400,3214.7,12.826,15.443,+0.903,
50.620,3400,3264.8,13.026,15.443,+0.903,
50.646,3400,3215.5,12.829,16.243,+1.703,
50.679,3400,3268.6,13.041,16.243,+1.703,
50.706,3400,3222.8,12.858,16.243,+1.703,
50.732,3400,3272.4,13.056,16.243,+1.703,
50.775,3400,3281.5,13.093,15.443,+0.903,
50.799,3400,3283.3,13.100,15.443,+0.903,
50.826,3400,3282.5,13.096,15.443,+0.903,
50.852,3400,3289.6,13.125,15.419,+0.879,
50.890,3400,3228.1,12.879,15.419,+0.879,
50.917,3400,3288.4,13.120,15.419,+0.879,
50.943,3400,3226.6,12.874,15.419,+0.879,
50.984,3400,3281.9,13.094,15.923,+1.383,
51.008,3400,3226.0,12.871,15.923,+1.383,
51.035,3400,3280.1,13.087,15.923,+1.383,
51.061,3400,3286.6,13.113,15.952,+1.412,
51.095,3400,3288.6,13.121,15.952,+1.412,
51.121,3400,3289.6,13.125,15.952,+1.412,
51.148,3400,3288.9,13.122,15.952,+1.412,
51.195,3400,3294.6,13.145,16.075,+1.535,
51.220,3400,3303.9,13.182,16.075,+1.535,
51.246,3400,3297.5,13.156,16.075,+1.535,
51.273,3400,3305.2,13.187,15.986,+1.446,
51.306,3400,3254.9,12.986,15.986,+1.446,
51.333,3400,3315.3,13.228,15.986,+1.446,
51.352,3400,3262.2,13.015,15.986,+1.446,label:in
51.374,3400,3313.0,13.218,16.006,+1.466,
51.408,3400,3316.4,13.232,16.006,+1.466,
51.432,3400,3321.0,13.250,16.006,+1.466,
51.459,3400,3270.5,13.049,16.006,+1.466,
51.506,3400,3325.4,13.268,15.855,+1.315,
51.533,3400,3321.4,13.252,15.855,+1.315,
51.559,3400,3329.2,13.283,15.855,+1.315,
51.607,3400,3278.7,13.082,16.061,+1.521,
51.631,3400,3274.2,13.063,16.061,+1.521,
51.658,3400,3329.4,13.284,16.061,+1.521,
51.684,3400,3335.8,13.309,15.972,+1.432,
51.718,3400,3281.6,13.093,15.972,+1.432,
51.744,3400,3333.6,13.300,15.972,+1.432,
51.771,3400,3332.4,13.296,15.972,+1.432,
51.818,3400,3331.8,13.293,16.772,+2.232,
51.843,3400,3343.0,13.338,16.772,+2.232,
51.869,3400,3340.4,13.327,16.772,+2.232,
51.896,3400,3346.7,13.353,15.972,+1.432,
51.929,3400,3352.0,13.374,15.972,+1.432,
51.955,3400,3359.0,13.402,15.972,+1.432,
51.982,3400,3307.2,13.195,15.972,+1.432,
52.029,3400,3308.1,13.199,15.715,+1.175,
52.054,3400,3302.4,13.176,15.715,+1.175,
52.080,3400,3365.1,13.426,15.715,+1.175,
52.107,3400,3357.4,13.395,15.917,+1.377,
52.140,3400,3361.9,13.413,15.917,+1.377,
52.167,3400,3295.7,13.149,15.917,+1.377,
52.193,3400,3304.1,13.183,15.917,+1.377,
52.241,3400,3304.2,13.183,16.183,+1.643,
52.265,3400,3303.7,13.181,16.183,+1.643,
52.292,3400,3353.0,13.378,16.183,+1.643,
52.319,3400,3361.8,13.413,16.006,+1.466,
52.352,3400,3360.3,13.407,16.006,+1.466,
52.378,3400,3313.2,13.219,16.006,+1.466,
52.405,3400,3362.2,13.415,16.006,+1.466,
52.452,3400,3309.6,13.205,15.963,+1.423,
52.477,3400,3366.8,13.433,15.963,+1.423,
52.503,3400,3368.2,13.438,15.963,+1.423,
52.530,3400,3361.2,13.411,16.161,+1.621,
52.558,3400,3304.9,13.186,16.161,+1.621,
52.584,3400,3371.0,13.450,16.161,+1.621,
52.611,3400,3365.4,13.427,16.161,+1.621,
52.658,3400,3367.8,13.437,16.028,+1.488,
52.683,3400,3366.9,13.433,16.028,+1.488,
52.710,3400,3373.2,13.459,16.028,+1.488,
52.736,3400,3370.3,13.447,16.097,+1.557,
52.774,3400,3373.1,13.458,16.097,+1.557,
52.801,3400,3374.4,13.463,16.097,+1.557,
52.827,3400,3311.8,13.213,16.097,+1.557,
52.868,3400,3321.4,13.252,16.175,+1.635,
52.892,3400,3315.9,13.230,16.175,+1.635,
52.919,3400,3372.1,13.454,16.175,+1.635,
52.945,3400,3379.9,13.485,16.008,+1.468,
52.978,3400,3377.9,13.477,16.008,+1.468,
53.005,3400,3381.8,13.493,16.008,+1.468,
53.031,3400,3375.2,13.466,16.008,+1.468,
53.084,3400,3383.8,13.501,16.055,+1.515,
53.109,3400,3374.5,13.464,16.055,+1.515,
53.135,3400,3382.4,13.495,16.055,+1.515,
53.183,3400,3381.1,13.490,16.202,+1.662,
53.209,3400,3382.0,13.494,16.202,+1.662,
53.236,3400,3378.3,13.479,16.202,+1.662,
53.283,3400,3377.1,13.474,15.696,+1.156,
53.308,3400,3387.3,13.515,15.696,+1.156,
53.334,3400,3384.5,13.503,15.696,+1.156,
53.361,3400,3374.8,13.465,16.251,+1.711,
53.389,3400,3322.8,13.257,16.251,+1.711,
53.415,3400,3381.6,13.492,16.251,+1.711,
53.442,3400,3378.2,13.478,16.251,+1.711,
53.489,3400,3382.1,13.494,15.747,+1.207,
53.514,3400,3380.3,13.487,15.747,+1.207,
53.540,3400,3385.7,13.508,15.747,+1.207,
53.567,3400,3377.9,13.477,16.233,+1.693,
53.600,3400,3383.0,13.498,16.233,+1.693,
53.626,3400,3318.1,13.239,16.233,+1.693,
53.653,3400,3324.2,13.263,16.233,+1.693,
53.700,3400,3379.4,13.483,16.361,+1.821,
53.725,3400,3328.7,13.281,16.361,+1.821,
53.751,3400,3327.6,13.277,16.361,+1.821,
53.778,3400,3388.3,13.519,15.843,+1.303,
53.811,3400,3389.5,13.523,15.843,+1.303,
53.837,3400,3393.3,13.538,15.843,+1.303,
53.864,3400,3388.2,13.518,15.843,+1.303,
53.916,3400,3337.4,13.316,15.843,+1.303,
53.941,3400,3327.5,13.276,15.843,+1.303,
53.967,3400,3386.7,13.512,15.843,+1.303,
54.010,3400,3386.6,13.512,16.338,+1.798,
54.036,3400,3382.6,13.496,16.338,+1.798,
54.063,3400,3378.8,13.481,16.338,+1.798,
54.089,3400,3386.4,13.511,15.888,+1.348,
54.123,3400,3385.1,13.506,15.888,+1.348,
54.147,3400,3389.2,13.522,15.888,+1.348,
54.174,3400,3328.4,13.280,15.888,+1.348,
54.226,3400,3385.8,13.509,15.888,+1.348,
54.253,3400,3378.4,13.479,15.888,+1.348,
54.279,3400,3381.8,13.493,15.888,+1.348,
54.327,3400,3381.0,13.490,16.688,+2.148,
54.351,3400,3383.2,13.499,16.688,+2.148,
54.378,3400,3378.5,13.480,16.688,+2.148,
54.404,3400,3383.7,13.500,15.888,+1.348,
54.438,3400,3386.5,13.511,15.888,+1.348,
54.464,3400,3392.2,13.534,15.888,+1.348,
54.491,3400,3334.2,13.303,15.888,+1.348,
54.538,3400,3392.3,13.535,15.888,+1.348,
54.562,3400,3382.2,13.495,15.888,+1.348,
54.589,3400,3392.1,13.534,15.888,+1.348,
54.615,3400,3328.8,13.281,16.688,+2.148,
54.649,3400,3386.9,13.513,16.688,+2.148,
54.675,3400,3380.0,13.486,16.688,+2.148,
54.702,3400,3386.2,13.510,16.688,+2.148,
54.744,3400,3397.3,13.554,15.888,+1.348,
54.769,3400,3390.9,13.529,15.888,+1.348,
54.795,3400,3393.3,13.539,15.888,+1.348,
54.822,3400,3398.5,13.560,15.888,+1.348,
54.855,3400,3395.6,13.548,15.888,+1.348,
54.881,3400,3334.0,13.302,15.888,+1.348,
54.908,3400,3381.5,13.492,15.888,+1.348,
54.950,3400,3331.9,13.294,15.888,+1.348,
54.975,3400,3382.0,13.493,15.888,+1.348,
55.001,3400,3376.4,13.471,15.888,+1.348,
55.028,3400,3384.3,13.503,15.888,+1.348,
55.061,3400,3379.2,13.483,15.888,+1.348,
55.087,3400,3383.6,13.500,15.888,+1.348,
55.114,3400,3318.4,13.240,15.888,+1.348,
55.161,3400,3374.4,13.463,16.361,+1.821,
55.186,3400,3375.8,13.469,16.361,+1.821,
55.212,3400,3326.3,13.272,16.361,+1.821,
55.239,3400,3323.0,13.258,17.161,+2.621,
55.267,3400,3376.2,13.471,17.161,+2.621,
55.294,3400,3385.1,13.506,17.161,+2.621,
55.320,3400,3394.7,13.544,17.161,+2.621,
55.367,3400,3405.5,13.588,16.862,+2.322,
55.392,3400,3404.8,13.585,16.862,+2.322,
55.418,3400,3414.6,13.624,16.862,+2.322,
55.445,3400,3421.8,13.652,16.062,+1.522,
55.483,3400,3366.4,13.431,16.062,+1.522,
55.510,3400,3430.6,13.687,16.062,+1.522,
55.536,3400,3372.9,13.457,16.062,+1.522,
