t,target,rpm,throttle,trim,kp,kd,db
102.458,0.0,0.0,0.000,+0.000,0.002,0.02,15
102.563,0.0,0.0,0.000,+0.000,0.002,0.02,15
102.665,0.0,0.0,0.000,+0.000,0.002,0.02,15
102.768,0.0,0.0,0.000,+0.000,0.002,0.02,15
102.873,0.0,0.0,0.000,+0.000,0.002,0.02,15
102.976,0.0,0.0,0.000,+0.000,0.002,0.02,15
103.078,0.0,0.0,0.000,+0.000,0.002,0.02,15
103.182,0.0,0.0,0.000,+0.000,0.002,0.02,15
103.285,0.0,0.0,0.000,+0.000,0.002,0.02,15
103.389,0.0,0.0,0.000,+0.000,0.002,0.02,15
103.492,0.0,0.0,0.000,+0.000,0.002,0.02,15
103.596,0.0,0.0,0.000,+0.000,0.002,0.02,15
103.699,0.0,0.0,0.000,+0.000,0.002,0.02,15
103.803,0.0,0.0,0.000,+0.000,0.002,0.02,15
103.905,0.0,0.0,0.000,+0.000,0.002,0.02,15
104.010,0.0,0.0,0.000,+0.000,0.002,0.02,15
104.114,0.0,0.0,0.000,+0.000,0.002,0.02,15
104.219,0.0,0.0,0.000,+0.000,0.002,0.02,15
104.323,0.0,0.0,0.000,+0.000,0.002,0.02,15
104.427,0.0,0.0,0.000,+0.000,0.002,0.02,15
104.534,0.0,0.0,0.000,+0.000,0.002,0.02,15
104.636,0.0,0.0,0.000,+0.000,0.002,0.02,15
104.739,0.0,0.0,0.000,+0.000,0.002,0.02,15
104.843,0.0,0.0,0.000,+0.000,0.002,0.02,15
104.948,0.0,0.0,0.000,+0.000,0.002,0.02,15
105.052,0.0,0.0,0.000,+0.000,0.002,0.02,15
105.155,0.0,0.0,0.000,+0.000,0.002,0.02,15
105.259,0.0,0.0,0.000,+0.000,0.002,0.02,15
105.366,0.0,0.0,0.000,+0.000,0.002,0.02,15
105.472,0.0,0.0,0.000,+0.000,0.002,0.02,15
105.579,0.0,0.0,0.000,+0.000,0.002,0.02,15
105.683,0.0,0.0,0.000,+0.000,0.002,0.02,15
105.786,0.0,0.0,0.000,+0.000,0.002,0.02,15
105.890,0.0,0.0,0.000,+0.000,0.002,0.02,15
105.992,0.0,0.0,0.000,+0.000,0.002,0.02,15
106.097,0.0,0.0,0.000,+0.000,0.002,0.02,15
106.201,0.0,0.0,0.000,+0.000,0.002,0.02,15
106.306,0.0,0.0,0.000,+0.000,0.002,0.02,15
106.408,0.0,0.0,0.000,+0.000,0.002,0.02,15
106.512,0.0,0.0,0.000,+0.000,0.002,0.02,15
106.615,0.0,0.0,0.000,+0.000,0.002,0.02,15
106.719,0.0,0.0,0.000,+0.000,0.002,0.02,15
106.824,0.0,0.0,0.000,+0.000,0.002,0.02,15
106.928,0.0,0.0,0.000,+0.000,0.002,0.02,15
107.031,0.0,0.0,0.000,+0.000,0.002,0.02,15
107.135,0.0,0.0,0.000,+0.000,0.002,0.02,15
107.237,0.0,0.0,0.000,+0.000,0.002,0.02,15
107.344,0.0,0.0,0.000,+0.000,0.002,0.02,15
107.444,0.0,0.0,0.000,+0.000,0.002,0.02,15
107.549,0.0,0.0,0.000,+0.000,0.002,0.02,15
107.651,0.0,0.0,0.000,+0.000,0.002,0.02,15
107.753,0.0,0.0,0.000,+0.000,0.002,0.02,15
107.858,0.0,0.0,0.000,+0.000,0.002,0.02,15
107.962,0.0,0.0,0.000,+0.000,0.002,0.02,15
108.065,0.0,0.0,0.000,+0.000,0.002,0.02,15
108.171,0.0,0.0,0.000,+0.000,0.002,0.02,15
108.274,0.0,0.0,0.000,+0.000,0.002,0.02,15
108.376,0.0,0.0,0.000,+0.000,0.002,0.02,15
108.480,0.0,0.0,0.000,+0.000,0.002,0.02,15
108.587,0.0,0.0,0.000,+0.000,0.002,0.02,15
108.689,0.0,0.0,0.000,+0.000,0.002,0.02,15
108.792,0.0,0.0,0.000,+0.000,0.002,0.02,15
108.894,0.0,0.0,0.000,+0.000,0.002,0.02,15
108.999,0.0,0.0,0.000,+0.000,0.002,0.02,15
109.105,0.0,0.0,0.000,+0.000,0.002,0.02,15
109.210,0.0,0.0,0.000,+0.000,0.002,0.02,15
109.312,0.0,0.0,0.000,+0.000,0.002,0.02,15
109.416,0.0,0.0,0.000,+0.000,0.002,0.02,15
109.521,0.0,0.0,0.000,+0.000,0.002,0.02,15
109.627,0.0,0.0,0.000,+0.000,0.002,0.02,15
109.730,0.0,0.0,0.000,+0.000,0.002,0.02,15
109.834,0.0,0.0,0.000,+0.000,0.002,0.02,15
109.937,0.0,0.0,0.000,+0.000,0.002,0.02,15
110.041,0.0,0.0,0.000,+0.000,0.002,0.02,15
110.143,0.0,0.0,0.000,+0.000,0.002,0.02,15
110.248,0.0,0.0,0.000,+0.000,0.002,0.02,15
110.350,0.0,0.0,0.000,+0.000,0.002,0.02,15
110.455,0.0,0.0,0.000,+0.000,0.002,0.02,15
110.555,0.0,0.0,0.000,+0.000,0.002,0.02,15
110.659,0.0,0.0,0.000,+0.000,0.002,0.02,15
110.762,0.0,0.0,0.000,+0.000,0.002,0.02,15
110.866,0.0,0.0,0.000,+0.000,0.002,0.02,15
110.967,0.0,0.0,0.000,+0.000,0.002,0.02,15
111.071,0.0,0.0,0.000,+0.000,0.002,0.02,15
111.173,0.0,0.0,0.000,+0.000,0.002,0.02,15
111.278,0.0,0.0,0.000,+0.000,0.002,0.02,15
111.382,0.0,0.0,0.000,+0.000,0.002,0.02,15
111.489,0.0,0.0,0.000,+0.000,0.002,0.02,15
111.591,0.0,0.0,0.000,+0.000,0.002,0.02,15
111.696,0.0,0.0,0.000,+0.000,0.002,0.02,15
111.798,0.0,0.0,0.000,+0.000,0.002,0.02,15
111.905,0.0,0.0,0.000,+0.000,0.002,0.02,15
112.007,0.0,0.0,0.000,+0.000,0.002,0.02,15
112.109,0.0,0.0,0.000,+0.000,0.002,0.02,15
112.214,0.0,0.0,0.000,+0.000,0.002,0.02,15
112.318,0.0,0.0,0.000,+0.000,0.002,0.02,15
112.421,0.0,0.0,0.000,+0.000,0.002,0.02,15
112.527,0.0,0.0,0.000,+0.000,0.002,0.02,15
112.632,0.0,0.0,0.000,+0.000,0.002,0.02,15
112.736,0.0,0.0,0.000,+0.000,0.002,0.02,15
112.839,0.0,0.0,0.000,+0.000,0.002,0.02,15
112.945,0.0,0.0,0.000,+0.000,0.002,0.02,15
113.047,0.0,0.0,0.000,+0.000,0.002,0.02,15
113.154,0.0,0.0,0.000,+0.000,0.002,0.02,15
113.256,0.0,0.0,0.000,+0.000,0.002,0.02,15
113.363,0.0,0.0,0.000,+0.000,0.002,0.02,15
113.465,0.0,0.0,0.000,+0.000,0.002,0.02,15
113.569,0.0,0.0,0.000,+0.000,0.002,0.02,15
113.674,0.0,0.0,0.000,+0.000,0.002,0.02,15
113.779,0.0,0.0,0.000,+0.000,0.002,0.02,15
113.883,0.0,0.0,0.000,+0.000,0.002,0.02,15
113.987,0.0,0.0,0.000,+0.000,0.002,0.02,15
114.090,0.0,0.0,0.000,+0.000,0.002,0.02,15
114.194,0.0,0.0,0.000,+0.000,0.002,0.02,15
114.299,0.0,0.0,0.000,+0.000,0.002,0.02,15
114.403,0.0,0.0,0.000,+0.000,0.002,0.02,15
114.506,0.0,0.0,0.000,+0.000,0.002,0.02,15
114.608,0.0,0.0,0.000,+0.000,0.002,0.02,15
114.711,0.0,0.0,0.000,+0.000,0.002,0.02,15
114.815,0.0,0.0,0.000,+0.000,0.002,0.02,15
114.920,0.0,0.0,0.000,+0.000,0.002,0.02,15
115.026,0.0,0.0,0.000,+0.000,0.002,0.02,15
115.128,0.0,0.0,0.000,+0.000,0.002,0.02,15
115.233,0.0,0.0,0.000,+0.000,0.002,0.02,15
115.339,0.0,0.0,0.000,+0.000,0.002,0.02,15
115.444,0.0,0.0,0.000,+0.000,0.002,0.02,15
115.546,0.0,0.0,0.000,+0.000,0.002,0.02,15
115.651,0.0,0.0,0.000,+0.000,0.002,0.02,15
115.753,0.0,0.0,0.000,+0.000,0.002,0.02,15
115.858,0.0,0.0,0.000,+0.000,0.002,0.02,15
115.960,0.0,0.0,0.000,+0.000,0.002,0.02,15
116.065,0.0,0.0,0.000,+0.000,0.002,0.02,15
116.169,0.0,0.0,0.000,+0.000,0.002,0.02,15
116.276,0.0,0.0,0.000,+0.000,0.002,0.02,15
116.378,0.0,0.0,0.000,+0.000,0.002,0.02,15
116.482,0.0,0.0,0.000,+0.000,0.002,0.02,15
116.587,0.0,0.0,0.000,+0.000,0.002,0.02,15
116.691,0.0,0.0,0.000,+0.000,0.002,0.02,15
116.794,0.0,0.0,0.000,+0.000,0.002,0.02,15
116.898,0.0,0.0,0.000,+0.000,0.002,0.02,15
117.001,0.0,0.0,0.000,+0.000,0.002,0.02,15
117.105,0.0,0.0,0.000,+0.000,0.002,0.02,15
117.208,0.0,0.0,0.000,+0.000,0.002,0.02,15
117.312,0.0,0.0,0.000,+0.000,0.002,0.02,15
117.414,0.0,0.0,0.000,+0.000,0.002,0.02,15
117.519,0.0,0.0,0.000,+0.000,0.002,0.02,15
117.625,0.0,0.0,0.000,+0.000,0.002,0.02,15
117.730,0.0,0.0,0.000,+0.000,0.002,0.02,15
117.832,0.0,0.0,0.000,+0.000,0.002,0.02,15
117.939,0.0,0.0,0.000,+0.000,0.002,0.02,15
118.041,0.0,0.0,0.000,+0.000,0.002,0.02,15
118.146,0.0,0.0,0.000,+0.000,0.002,0.02,15
118.250,0.0,0.0,0.000,+0.000,0.002,0.02,15
